,timeframe,usecase,time_req,energy_req,dtime_idle,dtime_active,dtime_patience
149,A,boat_fishing,2018-01-24 19:15:00+01:00,4525.031801320072,0 days 00:26:38.693241243,0 days 04:08:37.687257099,0 days 01:00:00
150,A,evbs_water,2018-01-24 08:00:00+01:00,475.8360883995806,0 days 00:16:00.795721551,0 days 04:19:32.817438530,0 days 01:00:00
151,A,cooling_food,2018-01-24 08:15:00+01:00,1245.81641493524,0 days 00:25:42.369682573,0 days 12:27:29.390937667,0 days 01:00:00
152,A,welding,2018-01-24 10:00:00+01:00,2137.1071467194924,0 days 01:03:59.837408373,0 days 05:20:33.964320476,0 days 01:00:00
153,A,welding,2018-01-25 10:30:00+01:00,1937.2846704434965,0 days 00:13:01.196713711,0 days 04:50:35.562033992,0 days 01:00:00
154,A,household,2018-01-25 12:15:00+01:00,1242.1526980405683,0 days 15:15:41.579257604,5 days 04:12:54.971294605,0 days 01:00:00
155,A,milling,2018-01-25 09:00:00+01:00,4746.252554364908,0 days 00:08:58.005495895,0 days 06:19:42.012260950,0 days 01:00:00
156,A,milling,2018-01-25 07:45:00+01:00,5281.122235059689,0 days 02:04:11.260322907,0 days 07:02:29.386728286,0 days 01:00:00
157,A,evbs_water,2018-01-25 07:45:00+01:00,481.39909848618043,0 days 00:18:09.450556448,0 days 04:22:34.879586818,0 days 01:00:00
158,A,household,2018-01-25 12:00:00+01:00,1062.1406282304372,0 days 14:24:56.269550926,4 days 10:12:50.626162958,0 days 01:00:00
159,A,milling,2018-01-25 09:00:00+01:00,4431.344572995588,0 days 00:44:06.290240283,0 days 05:54:30.453950379,0 days 01:00:00
160,A,evbs_water,2018-01-26 06:45:00+01:00,634.4215558408897,0 days 00:08:33.482161345,0 days 05:46:02.887282066,0 days 01:00:00
161,A,milling,2018-01-26 05:45:00+01:00,5057.50569089975,0 days 00:16:53.947141784,0 days 06:44:36.027316320,0 days 01:00:00
162,A,lighting_search,2018-01-26 20:45:00+01:00,1343.8835527872488,0 days 00:41:47.556364430,0 days 15:59:55.009405168,0 days 01:00:00
163,A,powertool,2018-01-26 09:45:00+01:00,734.4538094297664,0 days 02:49:00.885601106,0 days 01:07:47.744175302,0 days 01:00:00
164,A,lighting_search,2018-01-26 19:15:00+01:00,1127.9484601687582,0 days 02:26:38.622715566,0 days 13:25:40.648292947,0 days 01:00:00
165,A,evbs_water,2018-01-26 10:15:00+01:00,585.8539176534938,0 days 01:14:41.357511780,0 days 05:19:33.400941387,0 days 01:00:00
166,A,milling,2018-01-26 09:30:00+01:00,6297.9287529868825,0 days 00:44:28.610567829,0 days 08:23:50.058014337,0 days 01:00:00
167,A,cooling_food,2018-01-26 09:00:00+01:00,2105.2821081245684,0 days 00:23:50.947888797,0 days 21:03:10.155892485,0 days 01:00:00
168,A,milling,2018-01-26 08:00:00+01:00,5339.096965104787,0 days 00:12:21.422856513,0 days 07:07:07.665432502,0 days 01:00:00
169,A,cooling_food,2018-01-26 06:30:00+01:00,1997.6959545433945,0 days 00:04:10.409131693,0 days 19:58:37.054363562,0 days 01:00:00
170,A,welding,2018-01-27 08:15:00+01:00,2954.0033316443178,0 days 00:10:31.126494990,0 days 07:23:06.029984799,0 days 01:00:00
171,A,milling,2018-01-27 08:30:00+01:00,4528.294528830221,0 days 01:21:09.420029820,0 days 06:02:15.813738384,0 days 01:00:00
172,A,lighting_construction,2018-01-27 18:15:00+01:00,2599.473440215453,0 days 07:27:38.996871660,0 days 06:11:21.200916130,0 days 01:00:00
173,A,evbs_fire,2018-01-27 14:00:00+01:00,39.610256040043964,0 days 00:07:00.552008013,0 days 00:02:09.633565222,0 days 01:00:00
174,A,powertool,2018-01-27 09:30:00+01:00,1115.314281206807,0 days 03:49:09.739988292,0 days 01:42:57.125249762,0 days 01:00:00
175,A,powertool,2018-01-28 10:15:00+01:00,961.6083889912271,0 days 01:58:03.554232657,0 days 01:28:45.831077490,0 days 01:00:00
176,A,lighting_search,2018-01-28 19:15:00+01:00,1819.3603863050637,0 days 00:55:38.991635367,0 days 21:39:32.587984501,0 days 01:00:00
177,A,ceremony,2018-01-28 19:15:00+01:00,1125.0772248119997,0 days 04:14:42.943535253,0 days 00:33:45.139004661,0 days 01:00:00
178,A,powertool,2018-01-28 09:30:00+01:00,852.2025414508682,0 days 01:50:23.147973243,0 days 01:18:39.890998803,0 days 01:00:00
179,A,welding,2018-01-28 11:00:00+01:00,2299.581619558209,0 days 00:51:09.645261084,0 days 05:44:56.234576025,0 days 01:00:00
180,A,lighting_search,2018-01-28 19:30:00+01:00,1684.8407376423795,0 days 00:24:59.607828327,0 days 20:03:27.460184673,0 days 01:00:00
181,A,milling,2018-01-29 08:00:00+01:00,5376.2860044225945,0 days 00:45:25.130068372,0 days 07:10:06.172821228,0 days 01:00:00
182,A,ceremony,2018-01-29 17:45:00+01:00,2917.4353230960824,0 days 07:46:03.340162459,0 days 01:27:31.383581572,0 days 01:00:00
183,A,evbs_fire,2018-01-29 11:45:00+01:00,33.814618069304686,0 days 00:21:32.664361716,0 days 00:01:50.666022771,0 days 01:00:00
184,A,welding,2018-01-29 08:30:00+01:00,2339.880692497088,0 days 00:20:35.379076750,0 days 05:50:58.926232474,0 days 01:00:00
185,A,powertool,2018-01-30 09:00:00+01:00,784.724001753103,0 days 01:26:46.188528428,0 days 01:12:26.163702018,0 days 01:00:00
186,A,milling,2018-01-30 07:15:00+01:00,3945.2285902405365,0 days 00:15:03.700406008,0 days 05:15:37.097233153,0 days 01:00:00
187,A,lighting_search,2018-01-30 20:30:00+01:00,1569.1544411923737,0 days 01:09:35.798772261,0 days 18:40:49.476051102,0 days 01:00:00
188,A,household,2018-01-30 11:30:00+01:00,1315.931790639274,1 days 05:10:01.724393067,5 days 11:35:35.444630137,0 days 01:00:00
189,A,welding,2018-01-30 08:45:00+01:00,3315.0969410378284,0 days 00:33:58.588476062,0 days 08:17:15.872469341,0 days 01:00:00
190,A,household,2018-01-30 10:15:00+01:00,1737.12732272053,0 days 19:45:45.268143728,7 days 05:42:45.836179390,0 days 01:00:00
191,A,powertool,2018-01-30 08:45:00+01:00,614.8792165790338,0 days 02:53:54.108301354,0 days 00:56:45.484891821,0 days 01:00:00
