time,brs0,brs0,brs0,brs0,brs0,brs1,brs1,brs1,brs1,brs1,brs2,brs2,brs2,brs2,brs2,brs3,brs3,brs3,brs3,brs3,brs4,brs4,brs4,brs4,brs4,brs5,brs5,brs5,brs5,brs5,brs6,brs6,brs6,brs6,brs6,brs7,brs7,brs7,brs7,brs7,brs8,brs8,brs8,brs8,brs8,brs9,brs9,brs9,brs9,brs9
2018-01-01 09:30:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 09:45:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 10:00:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 10:15:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,False,1,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 10:30:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 10:45:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 11:00:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 11:15:00+01:00,True,0,0.0,False,False,False,1,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 11:30:00+01:00,True,0,0.0,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 11:45:00+01:00,True,0,0.0,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 12:00:00+01:00,True,0,0.0,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 12:15:00+01:00,True,0,0.0,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 12:30:00+01:00,True,0,0.0,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 12:45:00+01:00,True,0,0.0,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 13:00:00+01:00,False,1,9.921057464868017,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 13:15:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 13:30:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 13:45:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 14:00:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 14:15:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 14:30:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 14:45:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 15:00:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 15:15:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 15:30:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 15:45:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 16:00:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 16:15:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 16:30:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 16:45:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 17:00:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,False,0,385.7142857142857,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,319.8240858231422,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 17:15:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 17:30:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 17:45:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 18:00:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 18:15:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 18:30:00+01:00,False,0,9.921057464868017,False,False,False,0,314.2208360609627,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 18:45:00+01:00,False,0,9.921057464868017,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 19:00:00+01:00,False,0,9.921057464868017,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 19:15:00+01:00,False,0,9.921057464868017,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 19:30:00+01:00,False,0,9.921057464868017,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 19:45:00+01:00,False,0,9.921057464868017,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 20:00:00+01:00,False,0,9.921057464868017,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 20:15:00+01:00,False,0,9.921057464868017,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 20:30:00+01:00,False,0,9.921057464868017,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 20:45:00+01:00,False,0,9.921057464868017,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 21:00:00+01:00,False,0,9.921057464868017,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
2018-01-01 21:15:00+01:00,False,0,9.921057464868017,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False,False,0,211.76470588235293,False,False
