index,costs
2023-07-06 07:00:00,0.00015837000000000002
2023-07-06 07:15:00,0.00011509999999999999
2023-07-06 07:30:00,0.00011009999999999999
2023-07-06 07:45:00,0.0001196
2023-07-06 08:00:00,0.00018137
2023-07-06 08:15:00,0.00012009999999999999
2023-07-06 08:30:00,0.0001199
2023-07-06 08:45:00,6.911e-05
2023-07-06 09:00:00,0.0001699
2023-07-06 09:15:00,9.51e-05
2023-07-06 09:30:00,7.693999999999999e-05
2023-07-06 09:45:00,6.357e-05
2023-07-06 10:00:00,0.00012991999999999998
2023-07-06 10:15:00,0.00010491
2023-07-06 10:30:00,7.765e-05
2023-07-06 10:45:00,4.51e-05
2023-07-06 11:00:00,7.51e-05
2023-07-06 11:15:00,9.120999999999999e-05
2023-07-06 11:30:00,8.991e-05
2023-07-06 11:45:00,7.492000000000001e-05
2023-07-06 12:00:00,6.537e-05
2023-07-06 12:15:00,8.99e-05
2023-07-06 12:30:00,8.491e-05
2023-07-06 12:45:00,7.492000000000001e-05
2023-07-06 13:00:00,8.492000000000001e-05
2023-07-06 13:15:00,8.491e-05
2023-07-06 13:30:00,6.945000000000001e-05
2023-07-06 13:45:00,5.009e-05
2023-07-06 14:00:00,3.51e-05
2023-07-06 14:15:00,6.054e-05
2023-07-06 14:30:00,8.991e-05
2023-07-06 14:45:00,0.00010492
2023-07-06 15:00:00,6.491e-05
2023-07-06 15:15:00,7.519e-05
2023-07-06 15:30:00,9.970999999999999e-05
2023-07-06 15:45:00,9.01e-05
2023-07-06 16:00:00,5.9909999999999994e-05
2023-07-06 16:15:00,8.49e-05
2023-07-06 16:30:00,9.743000000000001e-05
2023-07-06 16:45:00,0.00012652
2023-07-06 17:00:00,3.0079999999999997e-05
2023-07-06 17:15:00,7.455e-05
2023-07-06 17:30:00,0.00013991
2023-07-06 17:45:00,0.00018992
2023-07-06 18:00:00,5.508e-05
2023-07-06 18:15:00,9.51e-05
2023-07-06 18:30:00,0.00013009
2023-07-06 18:45:00,0.0001933
2023-07-06 19:00:00,0.00012581
2023-07-06 19:15:00,0.00012009999999999999
2023-07-06 19:30:00,0.00015409
2023-07-06 19:45:00,0.00019491999999999998
2023-07-06 20:00:00,0.00018491999999999998
2023-07-06 20:15:00,0.00016993
2023-07-06 20:30:00,0.00015159
2023-07-06 20:45:00,0.00017491
2023-07-06 21:00:00,0.00018992
2023-07-06 21:15:00,0.00016998
2023-07-06 21:30:00,0.00016493
2023-07-06 21:45:00,0.00015571
2023-07-06 22:00:00,0.00018201
2023-07-06 22:15:00,0.00015992
2023-07-06 22:30:00,0.00012009
2023-07-06 22:45:00,0.00011007
2023-07-06 23:00:00,0.00016494
2023-07-06 23:15:00,0.0001412
2023-07-06 23:30:00,0.00011008
2023-07-06 23:45:00,9.506e-05
2023-07-07 00:00:00,0.00014991
2023-07-07 00:15:00,0.0001229
2023-07-07 00:30:00,9.51e-05
2023-07-07 00:45:00,9.009e-05
2023-07-07 01:00:00,0.0001399
2023-07-07 01:15:00,0.00011272
2023-07-07 01:30:00,9.009e-05
2023-07-07 01:45:00,8.009e-05
2023-07-07 02:00:00,0.0001082
2023-07-07 02:15:00,9.509e-05
2023-07-07 02:30:00,0.00010109999999999999
2023-07-07 02:45:00,9.2e-05
2023-07-07 03:00:00,0.00010193000000000001
2023-07-07 03:15:00,9.01e-05
2023-07-07 03:30:00,0.00010178
2023-07-07 03:45:00,0.00010195
2023-07-07 04:00:00,8.509e-05
2023-07-07 04:15:00,9.009e-05
2023-07-07 04:30:00,9.01e-05
2023-07-07 04:45:00,0.00012993
2023-07-07 05:00:00,5.5060000000000005e-05
2023-07-07 05:15:00,9.001e-05
2023-07-07 05:30:00,0.00012547
2023-07-07 05:45:00,0.00014499
2023-07-07 06:00:00,8.507999999999999e-05
2023-07-07 06:15:00,0.00013209999999999999
2023-07-07 06:30:00,0.00014991
2023-07-07 06:45:00,0.00015492
2023-07-07 07:00:00,0.00014509
2023-07-07 07:15:00,0.00014543
2023-07-07 07:30:00,0.00014493
2023-07-07 07:45:00,0.00013432
2023-07-07 08:00:00,0.00020841
2023-07-07 08:15:00,0.00012505
2023-07-07 08:30:00,9.008e-05
2023-07-07 08:45:00,7.609999999999999e-05
2023-07-07 09:00:00,0.00014508000000000001
2023-07-07 09:15:00,0.00011458
2023-07-07 09:30:00,0.00010494
2023-07-07 09:45:00,7.996e-05
2023-07-07 10:00:00,0.00011009
2023-07-07 10:15:00,9.159000000000001e-05
2023-07-07 10:30:00,9.991e-05
2023-07-07 10:45:00,8.492000000000001e-05
2023-07-07 11:00:00,9.01e-05
2023-07-07 11:15:00,9.931e-05
2023-07-07 11:30:00,9.491e-05
2023-07-07 11:45:00,8.491e-05
2023-07-07 12:00:00,0.00010593999999999999
2023-07-07 12:15:00,6.51e-05
2023-07-07 12:30:00,8.99e-05
2023-07-07 12:45:00,7.991e-05
2023-07-07 13:00:00,9.492e-05
2023-07-07 13:15:00,8.99e-05
2023-07-07 13:30:00,6.61e-05
2023-07-07 13:45:00,5.5100000000000004e-05
2023-07-07 14:00:00,7.991e-05
2023-07-07 14:15:00,7.421e-05
2023-07-07 14:30:00,6.0100000000000004e-05
2023-07-07 14:45:00,8.277e-05
2023-07-07 15:00:00,6.991e-05
2023-07-07 15:15:00,8.165e-05
2023-07-07 15:30:00,6.51e-05
2023-07-07 15:45:00,9.009e-05
2023-07-07 16:00:00,5.99e-05
2023-07-07 16:15:00,8.128000000000001e-05
2023-07-07 16:30:00,8.509e-05
2023-07-07 16:45:00,0.00012008
2023-07-07 17:00:00,4.458e-05
2023-07-07 17:15:00,9.464e-05
2023-07-07 17:30:00,0.00011008
2023-07-07 17:45:00,0.00015007
2023-07-07 18:00:00,6.746e-05
2023-07-07 18:15:00,0.0001001
2023-07-07 18:30:00,0.00013507
2023-07-07 18:45:00,0.00016506
2023-07-07 19:00:00,9.608e-05
2023-07-07 19:15:00,0.00012503000000000001
2023-07-07 19:30:00,0.0001351
2023-07-07 19:45:00,0.00020361
2023-07-07 20:00:00,0.00015659000000000002
2023-07-07 20:15:00,0.00016997
2023-07-07 20:30:00,0.00015993
2023-07-07 20:45:00,0.00015493
2023-07-07 21:00:00,0.00018997
2023-07-07 21:15:00,0.00016994
2023-07-07 21:30:00,0.00012387
2023-07-07 21:45:00,0.00010316
2023-07-07 22:00:00,0.00018996
2023-07-07 22:15:00,0.00012507
2023-07-07 22:30:00,0.00010004000000000001
2023-07-07 22:45:00,8.328e-05
2023-07-07 23:00:00,0.00015493
2023-07-07 23:15:00,0.0001083
2023-07-07 23:30:00,9.008e-05
2023-07-07 23:45:00,7.507999999999999e-05
2023-07-08 00:00:00,0.00012993
2023-07-08 00:15:00,0.0001149
2023-07-08 00:30:00,8.821999999999999e-05
2023-07-08 00:45:00,5.009e-05
2023-07-08 01:00:00,0.00011492
2023-07-08 01:15:00,9.99e-05
2023-07-08 01:30:00,8.557e-05
2023-07-08 01:45:00,4.0090000000000004e-05
2023-07-08 02:00:00,9.992e-05
2023-07-08 02:15:00,9.49e-05
2023-07-08 02:30:00,8.491e-05
2023-07-08 02:45:00,4.8689999999999996e-05
2023-07-08 03:00:00,8.991e-05
2023-07-08 03:15:00,8.468000000000001e-05
2023-07-08 03:30:00,5.01e-05
2023-07-08 03:45:00,8.49e-05
2023-07-08 04:00:00,8.991e-05
2023-07-08 04:15:00,6.118e-05
2023-07-08 04:30:00,8.491e-05
2023-07-08 04:45:00,7.996e-05
2023-07-08 05:00:00,6.0049999999999996e-05
2023-07-08 05:15:00,5.5060000000000005e-05
2023-07-08 05:30:00,7.994e-05
2023-07-08 05:45:00,0.00012031999999999999
2023-07-08 06:00:00,8.998e-05
2023-07-08 06:15:00,8.995e-05
2023-07-08 06:30:00,8.496e-05
2023-07-08 06:45:00,7.495999999999999e-05
2023-07-08 07:00:00,0.00012497
2023-07-08 07:15:00,9.495e-05
2023-07-08 07:30:00,6.998e-05
2023-07-08 07:45:00,6.595e-05
2023-07-08 08:00:00,0.00013997
2023-07-08 08:15:00,9e-05
2023-07-08 08:30:00,7.99e-05
2023-07-08 08:45:00,4.292e-05
2023-07-08 09:00:00,0.000125
2023-07-08 09:15:00,9.423e-05
2023-07-08 09:30:00,6.284e-05
2023-07-08 09:45:00,4.992e-05
2023-07-08 10:00:00,0.00011991
2023-07-08 10:15:00,6.499e-05
2023-07-08 10:30:00,6.423e-05
2023-07-08 10:45:00,3.995e-05
2023-07-08 11:00:00,8.716e-05
2023-07-08 11:15:00,8.493e-05
2023-07-08 11:30:00,3.999e-05
2023-07-08 11:45:00,1.997e-05
2023-07-08 12:00:00,4.51e-05
2023-07-08 12:15:00,3.639e-05
2023-07-08 12:30:00,3.6099999999999997e-06
2023-07-08 12:45:00,-2.99e-05
2023-07-08 13:00:00,4.549e-05
2023-07-08 13:15:00,1.0000000000000001e-07
2023-07-08 13:30:00,-9.92e-06
2023-07-08 13:45:00,-1.492e-05
2023-07-08 14:00:00,6.53e-06
2023-07-08 14:15:00,-1.49e-05
2023-07-08 14:30:00,9e-08
2023-07-08 14:45:00,2.51e-05
2023-07-08 15:00:00,-4.493e-05
2023-07-08 15:15:00,-1.492e-05
2023-07-08 15:30:00,2.489e-05
2023-07-08 15:45:00,8.992e-05
2023-07-08 16:00:00,-2.003e-05
2023-07-08 16:15:00,3.128e-05
2023-07-08 16:30:00,9.995e-05
2023-07-08 16:45:00,0.00014997
2023-07-08 17:00:00,-1.502e-05
2023-07-08 17:15:00,4.997e-05
2023-07-08 17:30:00,0.00011384999999999999
2023-07-08 17:45:00,0.00018491999999999998
2023-07-08 18:00:00,-4.309999999999999e-06
2023-07-08 18:15:00,8.491e-05
2023-07-08 18:30:00,0.00013492
2023-07-08 18:45:00,0.00017493
2023-07-08 19:00:00,9.991e-05
2023-07-08 19:15:00,9.784e-05
2023-07-08 19:30:00,0.00012508
2023-07-08 19:45:00,0.00014492
2023-07-08 20:00:00,0.00017494
2023-07-08 20:15:00,0.00013991
2023-07-08 20:30:00,0.00012415
2023-07-08 20:45:00,8.507999999999999e-05
2023-07-08 21:00:00,0.00017140000000000002
2023-07-08 21:15:00,0.00013995
2023-07-08 21:30:00,0.00012495
2023-07-08 21:45:00,0.00010492
2023-07-08 22:00:00,0.00017496000000000002
2023-07-08 22:15:00,0.00012997
2023-07-08 22:30:00,0.00010992
2023-07-08 22:45:00,6.794e-05
2023-07-08 23:00:00,0.00013993
2023-07-08 23:15:00,0.0001146
2023-07-08 23:30:00,9.998e-05
2023-07-08 23:45:00,8.997e-05
2023-07-09 00:00:00,0.00012781
2023-07-09 00:15:00,0.00010499
2023-07-09 00:30:00,9.497e-05
2023-07-09 00:45:00,7.996e-05
2023-07-09 01:00:00,0.00010493000000000001
2023-07-09 01:15:00,9.491e-05
2023-07-09 01:30:00,8.991e-05
2023-07-09 01:45:00,7.581000000000001e-05
2023-07-09 02:00:00,8.992e-05
2023-07-09 02:15:00,8.991e-05
2023-07-09 02:30:00,8.991e-05
2023-07-09 02:45:00,8.99e-05
2023-07-09 03:00:00,8.492000000000001e-05
2023-07-09 03:15:00,8.991e-05
2023-07-09 03:30:00,8.49e-05
2023-07-09 03:45:00,8.99e-05
2023-07-09 04:00:00,8.491e-05
2023-07-09 04:15:00,8.99e-05
2023-07-09 04:30:00,8.404e-05
2023-07-09 04:45:00,8.99e-05
2023-07-09 05:00:00,0.00011189
2023-07-09 05:15:00,9.498e-05
2023-07-09 05:30:00,8.496e-05
2023-07-09 05:45:00,6.997e-05
2023-07-09 06:00:00,9.994e-05
2023-07-09 06:15:00,8.993e-05
2023-07-09 06:30:00,8.491e-05
2023-07-09 06:45:00,6.0509999999999995e-05
2023-07-09 07:00:00,0.00012999000000000002
2023-07-09 07:15:00,0.00011734999999999999
2023-07-09 07:30:00,6.999e-05
2023-07-09 07:45:00,3.998e-05
2023-07-09 08:00:00,0.00015493
2023-07-09 08:15:00,0.00010187
2023-07-09 08:30:00,5.499e-05
2023-07-09 08:45:00,3.499e-05
2023-07-09 09:00:00,0.00013993
2023-07-09 09:15:00,9.492e-05
2023-07-09 09:30:00,5.862e-05
2023-07-09 09:45:00,4.494e-05
2023-07-09 10:00:00,8.952e-05
2023-07-09 10:15:00,7.49e-05
2023-07-09 10:30:00,4.5e-05
2023-07-09 10:45:00,3.998e-05
2023-07-09 11:00:00,2.51e-05
2023-07-09 11:15:00,2.725e-05
2023-07-09 11:30:00,4.49e-05
2023-07-09 11:45:00,2.99e-05
2023-07-09 12:00:00,2.509e-05
2023-07-09 12:15:00,5.0899999999999995e-06
2023-07-09 12:30:00,1.49e-05
2023-07-09 12:45:00,1.49e-05
2023-07-09 13:00:00,3.483e-05
2023-07-09 13:15:00,-9.91e-06
2023-07-09 13:30:00,-1.491e-05
2023-07-09 13:45:00,-9.92e-06
2023-07-09 14:00:00,-3.4909999999999996e-05
2023-07-09 14:15:00,-1.9920000000000002e-05
2023-07-09 14:30:00,9e-08
2023-07-09 14:45:00,5.271e-05
2023-07-09 15:00:00,-5.4909999999999994e-05
2023-07-09 15:15:00,-1.99e-05
2023-07-09 15:30:00,4.771e-05
2023-07-09 15:45:00,0.00010491
2023-07-09 16:00:00,-5.4909999999999994e-05
2023-07-09 16:15:00,3.471e-05
2023-07-09 16:30:00,8.491e-05
2023-07-09 16:45:00,0.00013492
2023-07-09 17:00:00,-2.5010000000000003e-05
2023-07-09 17:15:00,5.9909999999999994e-05
2023-07-09 17:30:00,0.00011493000000000001
2023-07-09 17:45:00,0.00015996
2023-07-09 18:00:00,3.2149999999999995e-05
2023-07-09 18:15:00,9.491e-05
2023-07-09 18:30:00,0.00013995
2023-07-09 18:45:00,0.00016996
2023-07-09 19:00:00,7.871e-05
2023-07-09 19:15:00,0.00013491
2023-07-09 19:30:00,0.00014993
2023-07-09 19:45:00,0.00015493
2023-07-09 20:00:00,0.0001449
2023-07-09 20:15:00,0.00011181
2023-07-09 20:30:00,0.0001499
2023-07-09 20:45:00,0.00014991
2023-07-09 21:00:00,0.00015936000000000002
2023-07-09 21:15:00,0.00015499
2023-07-09 21:30:00,0.00014496
2023-07-09 21:45:00,0.00013996
2023-07-09 22:00:00,0.00018205
2023-07-09 22:15:00,0.00014997
2023-07-09 22:30:00,0.00013497
2023-07-09 22:45:00,0.00011996
2023-07-09 23:00:00,0.0001699
2023-07-09 23:15:00,0.00013497
2023-07-09 23:30:00,0.00011996
2023-07-09 23:45:00,0.00010494
2023-07-10 00:00:00,0.00014493
2023-07-10 00:15:00,0.00012991
2023-07-10 00:30:00,8.471e-05
2023-07-10 00:45:00,5.009e-05
2023-07-10 01:00:00,0.00013492
2023-07-10 01:15:00,0.00011991
2023-07-10 01:30:00,7.128e-05
2023-07-10 01:45:00,4.5090000000000004e-05
2023-07-10 02:00:00,0.00011991
2023-07-10 02:15:00,7.706e-05
2023-07-10 02:30:00,0.0001099
2023-07-10 02:45:00,5.01e-05
2023-07-10 03:00:00,0.00010491
2023-07-10 03:15:00,8.287999999999999e-05
2023-07-10 03:30:00,5.5100000000000004e-05
2023-07-10 03:45:00,0.00010991
2023-07-10 04:00:00,4.51e-05
2023-07-10 04:15:00,6.901e-05
2023-07-10 04:30:00,0.00010992
2023-07-10 04:45:00,0.00011998
2023-07-10 05:00:00,1.505e-05
2023-07-10 05:15:00,5.5020000000000005e-05
2023-07-10 05:30:00,0.0001249
2023-07-10 05:45:00,0.00017294
2023-07-10 06:00:00,5.007e-05
2023-07-10 06:15:00,9.038e-05
2023-07-10 06:30:00,0.00014993
2023-07-10 06:45:00,0.00015994999999999998
2023-07-10 07:00:00,0.0001051
2023-07-10 07:15:00,0.00014204
2023-07-10 07:30:00,0.00015493
2023-07-10 07:45:00,0.00014994
2023-07-10 08:00:00,0.00013008
2023-07-10 08:15:00,0.00011946999999999999
2023-07-10 08:30:00,0.00013991
2023-07-10 08:45:00,0.00011992
2023-07-10 09:00:00,0.00012009999999999999
2023-07-10 09:15:00,0.00011365999999999999
2023-07-10 09:30:00,0.00011991
2023-07-10 09:45:00,9.993e-05
2023-07-10 10:00:00,0.00014991
2023-07-10 10:15:00,0.0001249
2023-07-10 10:30:00,0.00010302
2023-07-10 10:45:00,4.0090000000000004e-05
2023-07-10 11:00:00,0.00013491
2023-07-10 11:15:00,0.00011491
2023-07-10 11:30:00,9.991e-05
2023-07-10 11:45:00,2.948e-05
2023-07-10 12:00:00,0.00011991
2023-07-10 12:15:00,7.774e-05
2023-07-10 12:30:00,8.99e-05
2023-07-10 12:45:00,2.51e-05
2023-07-10 13:00:00,9.493e-05
2023-07-10 13:15:00,9.492e-05
2023-07-10 13:30:00,5.331e-05
2023-07-10 13:45:00,4.0090000000000004e-05
2023-07-10 14:00:00,7.933e-05
2023-07-10 14:15:00,3.5090000000000005e-05
2023-07-10 14:30:00,4.5079999999999995e-05
2023-07-10 14:45:00,0.0001099
2023-07-10 15:00:00,2.51e-05
2023-07-10 15:15:00,6.182e-05
2023-07-10 15:30:00,5.5100000000000004e-05
2023-07-10 15:45:00,0.0001299
2023-07-10 16:00:00,2.01e-05
2023-07-10 16:15:00,4.01e-05
2023-07-10 16:30:00,0.00010393
2023-07-10 16:45:00,0.0001549
2023-07-10 17:00:00,2.0079999999999997e-05
2023-07-10 17:15:00,5.509e-05
2023-07-10 17:30:00,0.00011831999999999999
2023-07-10 17:45:00,0.00018491
2023-07-10 18:00:00,6.009e-05
2023-07-10 18:15:00,9.509e-05
2023-07-10 18:30:00,0.0001251
2023-07-10 18:45:00,0.00016063999999999998
2023-07-10 19:00:00,0.00011509
2023-07-10 19:15:00,0.00013508000000000001
2023-07-10 19:30:00,0.00015507
2023-07-10 19:45:00,0.00017007
2023-07-10 20:00:00,0.00022494
2023-07-10 20:15:00,0.00017372
2023-07-10 20:30:00,0.00016006
2023-07-10 20:45:00,0.00016504
2023-07-10 21:00:00,0.00019495
2023-07-10 21:15:00,0.00019493
2023-07-10 21:30:00,0.00014008
2023-07-10 21:45:00,0.00013007
2023-07-10 22:00:00,0.00019099
2023-07-10 22:15:00,0.0001749
2023-07-10 22:30:00,0.00011004999999999999
2023-07-10 22:45:00,0.00010004999999999999
2023-07-10 23:00:00,0.00017493
2023-07-10 23:15:00,0.00014141
2023-07-10 23:30:00,0.00010008
2023-07-10 23:45:00,8.006e-05
2023-07-11 00:00:00,0.0001259
2023-07-11 00:15:00,0.00013991
2023-07-11 00:30:00,0.00011873999999999999
2023-07-11 00:45:00,8.509e-05
2023-07-11 01:00:00,0.00012681000000000001
2023-07-11 01:15:00,0.0001299
2023-07-11 01:30:00,0.00010962000000000001
2023-07-11 01:45:00,7.51e-05
2023-07-11 02:00:00,0.0001177
2023-07-11 02:15:00,0.00010308
2023-07-11 02:30:00,0.00010467
