,time_req,step_req,time_dep,step_dep,time_active,time_idle,time_rental,steps_rental,time_return,step_return,time_recharge,time_blocked,steps_blocked,time_reavail,step_reavail,energy_avail,energy_req,soc_return,primary_commodity,secondary_commodity,process_obj,status,usecase_idx,usecase_name,num_resources,energy_req_pc
54,2018-01-08 11:45:00+01:00,719,2018-01-08 11:45:00+01:00,719,9 days 00:42:33.930533779,0 days 01:12:04.423916232,9 days 01:54:38.354450011,872,2018-01-17 13:45:00+01:00,1591,0 days 01:31:14.764424797,0 days 01:31:14.764424797,7,2018-01-17 15:30:00+01:00,1598,3000.0,2167.0942514827175,0.2776352495057608,['brs9'],,<commodity_des.RentalProcess object at 0x285f19890>,sucess,11,household,1,2167.0942514827175
55,2018-01-08 17:00:00+01:00,740,,,0 days 08:06:00,0 days 02:34:10.195246970,0 days 10:40:10.195246970,43,,,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,,,18000.0,16200.0,0.1,,,<commodity_des.RentalProcess object at 0x285f1ab50>,failure - primary,10,ceremony,6,2700.0
56,2018-01-08 17:30:00+01:00,742,,,0 days 08:06:00,0 days 01:57:06.404932803,0 days 10:03:06.404932803,41,,,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,,,18000.0,16200.0,0.1,,,<commodity_des.RentalProcess object at 0x285f19c50>,failure - primary,10,ceremony,6,2700.0
57,2018-01-08 17:30:00+01:00,742,,,0 days 08:06:00,0 days 01:01:37.498369231,0 days 09:07:37.498369231,37,,,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,,,18000.0,16200.0,0.1,,,<commodity_des.RentalProcess object at 0x285f1a3d0>,failure - primary,10,ceremony,6,2700.0
58,2018-01-08 18:15:00+01:00,745,2018-01-08 18:15:00+01:00,745,0 days 09:46:02.272051470,0 days 01:56:47.909431338,0 days 11:42:50.181482808,47,2018-01-09 06:00:00+01:00,792,0 days 01:52:16.351066704,0 days 01:52:16.351066704,8,2018-01-09 08:00:00+01:00,800,12000.0,10665.889188945679,0.11117590092119345,"['brs7', 'brs2', 'brs5', 'brs8']",,<commodity_des.RentalProcess object at 0x285f1a790>,sucess,12,boat_fishing,4,2666.4722972364198
59,2018-01-08 19:00:00+01:00,748,,,0 days 07:07:41.664824904,0 days 00:56:07.545323112,0 days 08:03:49.210148016,33,,,0 days 01:40:02.728614014,0 days 01:40:02.728614014,7,,,18000.0,14256.480458280781,0.20797330787328994,,,<commodity_des.RentalProcess object at 0x285f1a010>,failure - primary,10,ceremony,6,2376.0800763801303
60,2018-01-09 08:15:00+01:00,801,2018-01-09 08:15:00+01:00,801,1 days 04:16:10.299044442,0 days 02:19:11.961583838,1 days 06:35:22.260628280,123,2018-01-10 15:00:00+01:00,924,0 days 01:29:16.331528655,0 days 01:29:16.331528655,6,2018-01-10 16:30:00+01:00,930,3000.0,2120.214563425854,0.29326181219138187,['brs8'],,<commodity_des.RentalProcess object at 0x285f1b690>,sucess,3,cooling_food,1,2120.214563425854
61,2018-01-09 08:45:00+01:00,803,2018-01-09 08:45:00+01:00,803,1 days 07:22:05.963477728,0 days 01:45:48.098831054,1 days 09:07:54.062308782,133,2018-01-10 18:00:00+01:00,936,0 days 01:39:03.471761984,0 days 01:39:03.471761984,7,2018-01-10 19:45:00+01:00,943,3000.0,2352.624239119372,0.2157919202935427,['brs5'],,<commodity_des.RentalProcess object at 0x285f20210>,sucess,3,cooling_food,1,2352.624239119372
62,2018-01-09 09:15:00+01:00,805,2018-01-09 09:15:00+01:00,805,0 days 04:27:16.494600063,0 days 01:16:36.471059166,0 days 05:43:52.965659229,23,2018-01-09 15:00:00+01:00,828,0 days 01:26:44.827194757,0 days 01:26:44.827194757,6,2018-01-09 16:30:00+01:00,834,12000.0,8240.976391699445,0.31325196735837957,"['brs3', 'brs4', 'brs7', 'brs2']",,<commodity_des.RentalProcess object at 0x285f20990>,sucess,7,cocoa,4,2060.2440979248613
63,2018-01-09 09:45:00+01:00,807,,,0 days 06:45:00,0 days 01:43:03.174529591,0 days 08:28:03.174529591,34,,,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,,,3000.0,2700.0,0.1,,,<commodity_des.RentalProcess object at 0x285f1be10>,failure - primary,9,welding,1,2700.0
64,2018-01-09 13:30:00+01:00,822,2018-01-09 13:30:00+01:00,822,11 days 06:00:00,0 days 01:26:50.635445658,11 days 07:26:50.635445658,1086,2018-01-20 21:00:00+01:00,1908,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,2018-01-20 23:00:00+01:00,1916,3000.0,2700.0,0.1,['brs6'],,<commodity_des.RentalProcess object at 0x285f205d0>,sucess,11,household,1,2700.0
