,timeframe,usecase,time_req,distance,consumption,speed_avg,dtime_idle,dtime_active,energy_req,dtime_patience
24,A,taxi,2018-01-08 07:15:00+01:00,28.82320599227511,300,25,0 days 01:53:29.318627461,0 days 01:09:10.541662887,8646.961797682532,0 days 01:00:00
25,A,taxi,2018-01-08 09:00:00+01:00,19.947555491716056,300,25,0 days 01:53:45.570683871,0 days 00:47:52.447990808,5984.266647514817,0 days 01:00:00
26,A,taxi,2018-01-08 10:45:00+01:00,24.194051049116045,300,25,0 days 00:56:41.738089927,0 days 00:58:03.943351074,7258.215314734814,0 days 01:00:00
27,A,taxi,2018-01-08 08:00:00+01:00,18.6132815131504,300,25,0 days 01:27:17.209937599,0 days 00:44:40.312537893,5583.984453945121,0 days 01:00:00
28,A,taxi,2018-01-08 12:00:00+01:00,27.22045284140895,300,25,0 days 01:26:26.741268157,0 days 01:05:19.745209161,8166.135852422685,0 days 01:00:00
29,A,taxi,2018-01-08 10:00:00+01:00,62.73042661202707,300,25,0 days 02:01:27.501222450,0 days 02:30:33.181432131,18819.12798360812,0 days 01:00:00
30,A,taxi,2018-01-08 13:45:00+01:00,41.596126722221406,300,25,0 days 01:54:54.261977871,0 days 01:39:49.842248,12478.838016666421,0 days 01:00:00
31,A,taxi,2018-01-09 11:30:00+01:00,52.00930575752416,300,25,0 days 01:05:01.197075325,0 days 02:04:49.340029083,15602.791727257249,0 days 01:00:00
32,A,taxi,2018-01-09 13:45:00+01:00,33.77647257111782,300,25,0 days 01:57:59.678297247,0 days 01:21:03.812050242,10132.941771335347,0 days 01:00:00
33,A,taxi,2018-01-09 09:15:00+01:00,27.584457146189234,300,25,0 days 01:39:23.362075508,0 days 01:06:12.161829052,8275.33714385677,0 days 01:00:00
34,A,taxi,2018-01-09 08:30:00+01:00,37.35773659362477,300,25,0 days 01:26:22.362290311,0 days 01:29:39.514069482,11207.320978087431,0 days 01:00:00
35,A,taxi,2018-01-09 12:00:00+01:00,20.695361985280048,300,25,0 days 01:01:42.750424628,0 days 00:49:40.132125879,6208.608595584014,0 days 01:00:00
36,A,dummy,2018-01-10 01:30:00+01:00,43.4784040364769,300,25,0 days 01:44:33.764838633,0 days 01:44:20.890181252,13043.52121094307,0 days 01:00:00
37,A,taxi,2018-01-10 08:30:00+01:00,37.17693983954226,300,25,0 days 01:35:14.596663286,0 days 01:29:13.479336895,11153.081951862678,0 days 01:00:00
38,A,taxi,2018-01-10 11:15:00+01:00,42.93760877855723,300,25,0 days 01:03:09.038726946,0 days 01:43:03.015664111,12881.282633567169,0 days 01:00:00
39,A,taxi,2018-01-10 06:45:00+01:00,26.978876087281055,300,25,0 days 01:04:03.598874151,0 days 01:04:44.958156567,8093.662826184316,0 days 01:00:00
40,A,taxi,2018-01-10 09:15:00+01:00,34.39866954038448,300,25,0 days 01:59:01.219312615,0 days 01:22:33.408413814,10319.600862115345,0 days 01:00:00
41,A,taxi,2018-01-11 07:15:00+01:00,19.701591299561073,300,25,0 days 01:47:50.399181096,0 days 00:47:17.029147135,5910.477389868322,0 days 01:00:00
42,A,taxi,2018-01-11 12:00:00+01:00,32.47165799806836,300,25,0 days 01:20:35.317474065,0 days 01:17:55.918751722,9741.497399420508,0 days 01:00:00
43,A,dummy,2018-01-11 00:00:00+01:00,27.81780266055055,300,25,0 days 00:37:44.129018830,0 days 01:06:45.763583119,8345.340798165165,0 days 01:00:00
44,A,taxi,2018-01-11 06:15:00+01:00,31.20788964580528,300,25,0 days 02:09:50.808697347,0 days 01:14:53.936108995,9362.366893741584,0 days 01:00:00
45,A,taxi,2018-01-11 15:45:00+01:00,38.25577587180955,300,25,0 days 01:37:30.407231236,0 days 01:31:48.831725539,11476.732761542864,0 days 01:00:00
46,A,dummy,2018-01-11 00:00:00+01:00,24.246456038504512,300,25,0 days 01:25:03.664451888,0 days 00:58:11.489669544,7273.9368115513535,0 days 01:00:00
47,A,taxi,2018-01-12 05:30:00+01:00,25.110398598801694,300,25,0 days 03:02:42.456556377,0 days 01:00:15.897398227,7533.119579640508,0 days 01:00:00
48,A,taxi,2018-01-12 08:30:00+01:00,36.176842240557676,300,25,0 days 01:29:58.888472254,0 days 01:26:49.465282639,10853.052672167303,0 days 01:00:00
49,A,dummy,2018-01-12 00:00:00+01:00,22.607769982602026,300,25,0 days 01:33:46.480606477,0 days 00:54:15.518877494,6782.330994780607,0 days 01:00:00
50,A,taxi,2018-01-12 06:00:00+01:00,28.65978947679904,300,25,0 days 01:34:37.129518346,0 days 01:08:47.009684659,8597.936843039712,0 days 01:00:00
51,A,taxi,2018-01-12 12:30:00+01:00,47.09193173974673,300,25,0 days 01:09:25.619760244,0 days 01:53:01.238170524,14127.579521924017,0 days 01:00:00
52,A,taxi,2018-01-13 11:15:00+01:00,38.112935081304904,300,25,0 days 01:11:17.213602455,0 days 01:31:28.262651707,11433.880524391472,0 days 01:00:00
53,A,taxi,2018-01-13 11:45:00+01:00,26.367575326120697,300,25,0 days 00:49:18.634127833,0 days 01:03:16.930846962,7910.27259783621,0 days 01:00:00
54,A,taxi,2018-01-13 14:30:00+01:00,30.620060302735364,300,25,0 days 01:04:25.577253069,0 days 01:13:29.288683592,9186.01809082061,0 days 01:00:00
55,A,taxi,2018-01-13 16:15:00+01:00,20.830048455333326,300,25,0 days 02:16:32.130437962,0 days 00:49:59.526977566,6249.014536599998,0 days 01:00:00
56,A,taxi,2018-01-13 12:00:00+01:00,42.98484340316539,300,25,0 days 01:53:22.643025957,0 days 01:43:09.817450057,12895.453020949617,0 days 01:00:00
57,A,taxi,2018-01-13 08:45:00+01:00,18.535427174812508,300,25,0 days 01:17:08.012731023,0 days 00:44:29.101513174,5560.628152443753,0 days 01:00:00
58,A,taxi,2018-01-13 10:00:00+01:00,31.336315732565662,300,25,0 days 01:11:28.723329351,0 days 01:15:12.429465490,9400.894719769698,0 days 01:00:00
59,A,taxi,2018-01-13 12:45:00+01:00,32.05314475992603,300,25,0 days 01:18:19.476927493,0 days 01:16:55.652845429,9615.943427977809,0 days 01:00:00
60,A,taxi,2018-01-13 11:15:00+01:00,24.301737336194755,300,25,0 days 00:49:40.733981943,0 days 00:58:19.450176412,7290.521200858427,0 days 01:00:00
61,A,taxi,2018-01-13 07:15:00+01:00,18.974657074438134,300,25,0 days 01:39:37.077576019,0 days 00:45:32.350618720,5692.39712233144,0 days 01:00:00
62,A,taxi,2018-01-13 10:45:00+01:00,34.700431829162454,300,25,0 days 00:57:58.197941769,0 days 01:23:16.862183397,10410.129548748737,0 days 01:00:00
63,A,taxi,2018-01-13 16:00:00+01:00,21.148312835124663,300,25,0 days 01:16:48.377822646,0 days 00:50:45.357048258,6344.493850537399,0 days 01:00:00
64,A,taxi,2018-01-14 07:30:00+01:00,24.67080980790058,300,25,0 days 01:35:14.749381860,0 days 00:59:12.596612337,7401.242942370173,0 days 01:00:00
65,A,taxi,2018-01-14 12:00:00+01:00,21.430063200030965,300,25,0 days 02:22:55.651760245,0 days 00:51:25.929100803,6429.018960009289,0 days 01:00:00
66,A,taxi,2018-01-14 08:15:00+01:00,38.60798960705535,300,25,0 days 02:06:17.903619104,0 days 01:32:39.550503415,11582.396882116605,0 days 01:00:00
67,A,dummy,2018-01-14 00:15:00+01:00,26.575337132799614,300,25,0 days 01:21:45.435661117,0 days 01:03:46.848547123,7972.601139839884,0 days 01:00:00
68,A,taxi,2018-01-14 08:00:00+01:00,39.77330300681654,300,25,0 days 01:27:49.129138440,0 days 01:35:27.355632982,11931.990902044961,0 days 01:00:00
69,A,taxi,2018-01-15 11:45:00+01:00,24.10218736059136,300,25,0 days 01:26:35.616406012,0 days 00:57:50.714979926,7230.656208177407,0 days 01:00:00
70,A,taxi,2018-01-15 10:15:00+01:00,28.46693346378459,300,25,0 days 01:43:28.573299822,0 days 01:08:19.238418783,8540.080039135377,0 days 01:00:00
71,A,taxi,2018-01-15 14:15:00+01:00,29.498942975331268,300,25,0 days 00:56:54.388476520,0 days 01:10:47.847788446,8849.68289259938,0 days 01:00:00
72,A,taxi,2018-01-15 12:15:00+01:00,21.196111945720133,300,25,0 days 02:14:21.765656976,0 days 00:50:52.240120184,6358.83358371604,0 days 01:00:00
73,A,taxi,2018-01-15 10:45:00+01:00,22.777244194415605,300,25,0 days 00:57:23.062422668,0 days 00:54:39.923163997,6833.173258324681,0 days 01:00:00
74,A,taxi,2018-01-15 07:45:00+01:00,44.60319252033403,300,25,0 days 01:49:06.419904243,0 days 01:47:02.859722926,13380.957756100208,0 days 01:00:00
75,A,taxi,2018-01-16 06:45:00+01:00,21.05028535786679,300,25,0 days 01:13:27.200884011,0 days 00:50:31.241091534,6315.085607360037,0 days 01:00:00
76,A,dummy,2018-01-16 00:00:00+01:00,11.511523839285507,300,25,0 days 01:49:36.586124904,0 days 00:27:37.659432855,3453.457151785652,0 days 01:00:00
77,A,taxi,2018-01-16 06:45:00+01:00,41.47034922518717,300,25,0 days 01:25:21.323248140,0 days 01:39:31.730288425,12441.104767556151,0 days 01:00:00
78,A,taxi,2018-01-16 11:00:00+01:00,16.455416913051568,300,25,0 days 03:24:31.725682272,0 days 00:39:29.580035479,4936.62507391547,0 days 01:00:00
79,A,taxi,2018-01-17 08:45:00+01:00,28.805698837664842,300,25,0 days 00:47:07.207064034,0 days 01:09:08.020632625,8641.709651299452,0 days 01:00:00
80,A,taxi,2018-01-17 13:15:00+01:00,26.941012644839127,300,25,0 days 02:24:20.218863650,0 days 01:04:39.505820858,8082.303793451738,0 days 01:00:00
81,A,taxi,2018-01-17 05:30:00+01:00,19.173484382529132,300,25,0 days 00:50:24.973969815,0 days 00:46:00.981751083,5752.04531475874,0 days 01:00:00
82,A,taxi,2018-01-17 12:45:00+01:00,17.547023499400666,300,25,0 days 00:49:05.775340634,0 days 00:42:06.771383913,5264.1070498202,0 days 01:00:00
83,A,taxi,2018-01-17 06:45:00+01:00,32.49840605692401,300,25,0 days 02:29:23.854241497,0 days 01:17:59.770472197,9749.521817077204,0 days 01:00:00
84,A,taxi,2018-01-17 11:15:00+01:00,25.156562127172137,300,25,0 days 02:06:00.577815375,0 days 01:00:22.544946313,7546.968638151641,0 days 01:00:00
85,A,taxi,2018-01-17 11:45:00+01:00,36.333447844996115,300,25,0 days 01:30:39.501711104,0 days 01:27:12.016489680,10900.034353498835,0 days 01:00:00
86,A,taxi,2018-01-18 08:45:00+01:00,26.62826439074551,300,25,0 days 01:19:32.486702635,0 days 01:03:54.470072268,7988.479317223653,0 days 01:00:00
87,A,taxi,2018-01-18 13:30:00+01:00,24.22793880275816,300,25,0 days 01:17:04.119708570,0 days 00:58:08.823187596,7268.381640827448,0 days 01:00:00
88,A,taxi,2018-01-18 09:45:00+01:00,33.75178626029794,300,25,0 days 00:57:28.748450797,0 days 01:21:00.257221483,10125.535878089382,0 days 01:00:00
89,A,taxi,2018-01-18 05:45:00+01:00,27.985684282213796,300,25,0 days 02:16:11.548273756,0 days 01:07:09.938536640,8395.705284664138,0 days 01:00:00
90,A,taxi,2018-01-19 07:15:00+01:00,25.90673271946084,300,25,0 days 01:31:31.023096682,0 days 01:02:10.569511600,7772.019815838253,0 days 01:00:00
91,A,taxi,2018-01-19 08:45:00+01:00,27.437660865599764,300,25,0 days 01:57:16.596921132,0 days 01:05:51.023164646,8231.298259679928,0 days 01:00:00
92,A,taxi,2018-01-19 10:30:00+01:00,30.64360316536729,300,25,0 days 01:43:17.788410757,0 days 01:13:32.678855814,9193.080949610187,0 days 01:00:00
93,A,taxi,2018-01-19 06:30:00+01:00,27.22550036550932,300,25,0 days 01:32:18.602544008,0 days 01:05:20.472052632,8167.650109652795,0 days 01:00:00
94,A,taxi,2018-01-19 07:30:00+01:00,26.769746642479937,300,25,0 days 00:45:02.114131852,0 days 01:04:14.843516516,8030.923992743981,0 days 01:00:00
95,A,taxi,2018-01-19 08:45:00+01:00,43.07762203316015,300,25,0 days 01:30:49.434101884,0 days 01:43:23.177572773,12923.286609948043,0 days 01:00:00
96,A,taxi,2018-01-19 05:15:00+01:00,21.067744134137808,300,25,0 days 01:14:14.970480763,0 days 00:50:33.755155317,6320.323240241342,0 days 01:00:00
97,A,taxi,2018-01-19 10:45:00+01:00,20.614222724027854,300,25,0 days 01:18:09.641836627,0 days 00:49:28.448072259,6184.266817208356,0 days 01:00:00
98,A,taxi,2018-01-19 04:15:00+01:00,18.729589320012078,300,25,0 days 02:04:13.463829307,0 days 00:44:57.060862080,5618.876796003623,0 days 01:00:00
99,A,taxi,2018-01-19 12:00:00+01:00,23.137861123290755,300,25,0 days 01:09:10.214074810,0 days 00:55:31.852001755,6941.358336987227,0 days 01:00:00
100,A,taxi,2018-01-20 16:00:00+01:00,20.39553027242928,300,25,0 days 01:01:14.002513276,0 days 00:48:56.956359229,6118.659081728784,0 days 01:00:00
101,A,taxi,2018-01-20 14:00:00+01:00,39.325649921749125,300,25,0 days 00:52:19.438221144,0 days 01:34:22.893588732,11797.694976524737,0 days 01:00:00
102,A,taxi,2018-01-20 07:00:00+01:00,49.270764062496454,300,25,0 days 01:11:54.946547354,0 days 01:58:14.990025,14781.229218748937,0 days 01:00:00
103,A,taxi,2018-01-21 14:00:00+01:00,21.875759782152848,300,25,0 days 01:41:10.215751948,0 days 00:52:30.109408629,6562.7279346458545,0 days 01:00:00
104,A,taxi,2018-01-21 12:15:00+01:00,18.256261612378793,300,25,0 days 02:16:57.072339436,0 days 00:43:48.901672182,5476.878483713638,0 days 01:00:00
105,A,taxi,2018-01-21 11:00:00+01:00,18.80991745820713,300,25,0 days 02:08:02.939276414,0 days 00:45:08.628113980,5642.975237462139,0 days 01:00:00
106,A,taxi,2018-01-21 12:00:00+01:00,25.221643969721313,300,25,0 days 01:54:49.752250912,0 days 01:00:31.916731640,7566.493190916394,0 days 01:00:00
107,A,taxi,2018-01-21 05:00:00+01:00,24.43711836649476,300,25,0 days 01:08:43.611824245,0 days 00:58:38.945044776,7331.135509948428,0 days 01:00:00
108,A,dummy,2018-01-21 00:30:00+01:00,36.13981081446762,300,25,0 days 01:54:59.682427603,0 days 01:26:44.132757284,10841.943244340287,0 days 01:00:00
109,A,taxi,2018-01-21 11:45:00+01:00,30.583834595445882,300,25,0 days 03:00:38.410993587,0 days 01:13:24.072181744,9175.150378633765,0 days 01:00:00
110,A,taxi,2018-01-21 13:15:00+01:00,49.26266386201364,300,25,0 days 01:03:22.782023424,0 days 01:58:13.823596131,14778.799158604092,0 days 01:00:00
111,A,dummy,2018-01-21 02:00:00+01:00,19.230029278226187,300,25,0 days 01:06:34.471634072,0 days 00:46:09.124216064,5769.008783467856,0 days 01:00:00
112,A,taxi,2018-01-22 09:00:00+01:00,20.09000147416405,300,25,0 days 01:24:31.969095238,0 days 00:48:12.960212281,6027.000442249216,0 days 01:00:00
113,A,taxi,2018-01-22 09:30:00+01:00,25.3640129892029,300,25,0 days 01:14:55.232821600,0 days 01:00:52.417870444,7609.2038967608705,0 days 01:00:00
114,A,taxi,2018-01-22 11:15:00+01:00,26.314998125504648,300,25,0 days 01:54:16.832914830,0 days 01:03:09.359730072,7894.499437651394,0 days 01:00:00
115,A,taxi,2018-01-22 07:45:00+01:00,27.721442649071072,300,25,0 days 00:54:27.619929748,0 days 01:06:31.887741466,8316.432794721322,0 days 01:00:00
116,A,taxi,2018-01-22 07:30:00+01:00,22.686492722534098,300,25,0 days 02:17:10.206985894,0 days 00:54:26.854952043,6805.947816760229,0 days 01:00:00
117,A,taxi,2018-01-23 13:30:00+01:00,47.33437011021901,300,25,0 days 00:59:41.250187557,0 days 01:53:36.149295872,14200.311033065704,0 days 01:00:00
118,A,taxi,2018-01-23 09:45:00+01:00,18.19789240699319,300,25,0 days 01:44:37.524716973,0 days 00:43:40.496506608,5459.367722097957,0 days 01:00:00
119,A,taxi,2018-01-23 13:30:00+01:00,30.715472570489865,300,25,0 days 00:54:46.014784610,0 days 01:13:43.028050152,9214.64177114696,0 days 01:00:00
120,A,taxi,2018-01-24 10:45:00+01:00,32.64080664681296,300,25,0 days 00:48:39.587321120,0 days 01:18:20.276157142,9792.241994043889,0 days 01:00:00
121,A,taxi,2018-01-24 13:45:00+01:00,29.93054949421624,300,25,0 days 01:58:45.308043890,0 days 01:11:49.999127168,8979.164848264872,0 days 01:00:00
122,A,taxi,2018-01-24 08:45:00+01:00,23.20365080723277,300,25,0 days 01:37:22.768950428,0 days 00:55:41.325716240,6961.095242169831,0 days 01:00:00
123,A,taxi,2018-01-24 13:15:00+01:00,33.86330494303876,300,25,0 days 03:18:53.708839459,0 days 01:21:16.315911799,10158.99148291163,0 days 01:00:00
124,A,taxi,2018-01-24 15:00:00+01:00,38.78019121849362,300,25,0 days 01:37:44.336229819,0 days 01:33:04.347535463,11634.057365548086,0 days 01:00:00
125,A,taxi,2018-01-25 15:15:00+01:00,23.331999765750076,300,25,0 days 02:26:05.601849090,0 days 00:55:59.807966268,6999.599929725023,0 days 01:00:00
126,A,taxi,2018-01-25 09:15:00+01:00,19.598003522592673,300,25,0 days 01:35:18.079116334,0 days 00:47:02.112507254,5879.401056777802,0 days 01:00:00
127,A,taxi,2018-01-25 09:15:00+01:00,32.37202386868446,300,25,0 days 01:11:02.948268840,0 days 01:17:41.571437089,9711.607160605337,0 days 01:00:00
128,A,taxi,2018-01-25 09:45:00+01:00,19.00147646424384,300,25,0 days 00:52:17.201382340,0 days 00:45:36.212610852,5700.442939273152,0 days 01:00:00
129,A,taxi,2018-01-25 11:00:00+01:00,57.98764714743795,300,25,0 days 00:47:22.483419651,0 days 02:19:10.221189232,17396.294144231386,0 days 01:00:00
130,A,taxi,2018-01-26 13:15:00+01:00,36.18815525649486,300,25,0 days 00:24:51.687792975,0 days 01:26:51.094356936,10856.446576948458,0 days 01:00:00
131,A,taxi,2018-01-26 14:45:00+01:00,27.237852655877102,300,25,0 days 01:14:22.318512144,0 days 01:05:22.250782446,8171.3557967631305,0 days 01:00:00
132,A,taxi,2018-01-26 17:00:00+01:00,23.03307644700304,300,25,0 days 01:54:48.739499301,0 days 00:55:16.763008368,6909.922934100912,0 days 01:00:00
133,A,taxi,2018-01-26 07:00:00+01:00,37.15991491367507,300,25,0 days 01:48:29.429430706,0 days 01:29:11.027747569,11147.97447410252,0 days 01:00:00
134,A,taxi,2018-01-27 08:30:00+01:00,40.85785121595013,300,25,0 days 01:24:35.384873320,0 days 01:38:03.530575096,12257.355364785039,0 days 01:00:00
135,A,taxi,2018-01-27 07:15:00+01:00,31.145314963422592,300,25,0 days 01:26:22.761700476,0 days 01:14:44.925354733,9343.594489026778,0 days 01:00:00
136,A,taxi,2018-01-27 06:15:00+01:00,29.975017655313927,300,25,0 days 01:30:35.311040413,0 days 01:11:56.402542366,8992.505296594178,0 days 01:00:00
137,A,taxi,2018-01-28 15:15:00+01:00,25.701687530617185,300,25,0 days 01:11:33.646688221,0 days 01:01:41.043004410,7710.506259185156,0 days 01:00:00
138,A,dummy,2018-01-28 00:45:00+01:00,43.104631981698205,300,25,0 days 01:46:12.891283834,0 days 01:43:27.067005364,12931.389594509461,0 days 01:00:00
139,A,taxi,2018-01-28 13:00:00+01:00,31.330395588833834,300,25,0 days 01:29:41.477930728,0 days 01:15:11.576964790,9399.11867665015,0 days 01:00:00
140,A,taxi,2018-01-28 11:30:00+01:00,27.3493076964118,300,25,0 days 01:27:24.925076352,0 days 01:05:38.300308281,8204.79230892354,0 days 01:00:00
141,A,taxi,2018-01-28 08:15:00+01:00,45.792670714822684,300,25,0 days 01:27:22.921770661,0 days 01:49:54.144582934,13737.801214446805,0 days 01:00:00
142,A,taxi,2018-01-28 09:00:00+01:00,15.779519540207586,300,25,0 days 02:07:09.118579166,0 days 00:37:52.250813788,4733.855862062276,0 days 01:00:00
143,A,taxi,2018-01-28 06:30:00+01:00,29.47788822866249,300,25,0 days 01:23:24.876332134,0 days 01:10:44.815904925,8843.366468598748,0 days 01:00:00
144,A,taxi,2018-01-29 08:15:00+01:00,23.476354097907777,300,25,0 days 01:35:10.938203797,0 days 00:56:20.594990097,7042.906229372333,0 days 01:00:00
145,A,taxi,2018-01-29 05:30:00+01:00,18.107907167394966,300,25,0 days 01:06:11.212285622,0 days 00:43:27.538632105,5432.37215021849,0 days 01:00:00
146,A,taxi,2018-01-29 13:15:00+01:00,50.26903308789283,300,25,0 days 01:29:34.201351716,0 days 02:00:38.740764657,15080.709926367848,0 days 01:00:00
147,A,taxi,2018-01-29 05:30:00+01:00,52.81790264022107,300,25,0 days 01:09:13.652669016,0 days 02:06:45.777980192,15845.370792066322,0 days 01:00:00
148,A,taxi,2018-01-30 13:15:00+01:00,27.423809442514212,300,25,0 days 01:28:28.622329154,0 days 01:05:49.028559723,8227.142832754264,0 days 01:00:00
149,A,taxi,2018-01-30 08:45:00+01:00,23.108610983967193,300,25,0 days 02:25:56.494143249,0 days 00:55:27.639981692,6932.5832951901575,0 days 01:00:00
150,A,taxi,2018-01-30 10:15:00+01:00,25.144399407940725,300,25,0 days 01:56:10.558002562,0 days 01:00:20.793514744,7543.319822382217,0 days 01:00:00
151,A,taxi,2018-01-30 06:15:00+01:00,14.53885861768622,300,25,0 days 01:05:27.493931324,0 days 00:34:53.595640945,4361.657585305866,0 days 01:00:00
152,A,taxi,2018-01-30 07:45:00+01:00,38.619934458153864,300,25,0 days 01:18:28.484915252,0 days 01:32:41.270561973,11585.980337446159,0 days 01:00:00
153,A,taxi,2018-01-31 07:15:00+01:00,20.207726394255268,300,25,0 days 02:17:38.331733779,0 days 00:48:29.912600772,6062.317918276581,0 days 01:00:00
154,A,taxi,2018-01-31 08:00:00+01:00,31.32931730710013,300,25,0 days 01:48:24.388461637,0 days 01:15:11.421692222,9398.79519213004,0 days 01:00:00
155,A,taxi,2018-01-31 10:45:00+01:00,35.11803752181289,300,25,0 days 01:06:39.352362933,0 days 01:24:16.997403142,10535.411256543866,0 days 01:00:00
156,A,taxi,2018-01-31 08:00:00+01:00,37.42417748158353,300,25,0 days 01:27:34.778926368,0 days 01:29:49.081557346,11227.253244475058,0 days 01:00:00
157,A,taxi,2018-02-01 06:00:00+01:00,24.23376379930747,300,25,0 days 01:41:51.527589014,0 days 00:58:09.661987099,7270.129139792241,0 days 01:00:00
158,A,taxi,2018-02-01 05:45:00+01:00,37.12940472408262,300,25,0 days 01:04:05.726762983,0 days 01:29:06.634280266,11138.821417224786,0 days 01:00:00
159,A,taxi,2018-02-01 08:45:00+01:00,31.186554429866273,300,25,0 days 02:23:26.662506381,0 days 01:14:50.863837902,9355.966328959881,0 days 01:00:00
160,A,dummy,2018-02-02 00:00:00+01:00,26.330046569850943,300,25,0 days 01:29:34.463540821,0 days 01:03:11.526706058,7899.013970955283,0 days 01:00:00
161,A,taxi,2018-02-02 07:15:00+01:00,33.71213217814417,300,25,0 days 01:22:56.334366627,0 days 01:20:54.547033653,10113.63965344325,0 days 01:00:00
162,A,taxi,2018-02-02 13:30:00+01:00,39.817705073438354,300,25,0 days 02:37:04.476565916,0 days 01:35:33.749530576,11945.311522031507,0 days 01:00:00
163,A,taxi,2018-02-02 13:15:00+01:00,31.25495104727367,300,25,0 days 01:09:17.137596211,0 days 01:15:00.712950807,9376.485314182102,0 days 01:00:00
164,A,taxi,2018-02-02 14:30:00+01:00,24.62279672757706,300,25,0 days 02:51:48.003900080,0 days 00:59:05.682728770,7386.839018273118,0 days 01:00:00
165,A,taxi,2018-02-02 12:15:00+01:00,18.586620657739804,300,25,0 days 01:49:04.357465435,0 days 00:44:36.473374716,5575.986197321941,0 days 01:00:00
166,A,taxi,2018-02-02 12:30:00+01:00,33.7632367048356,300,25,0 days 02:06:24.927804338,0 days 01:21:01.906085494,10128.97101145068,0 days 01:00:00
