unit,bev0,bev0,bev0,bev0,bev0,bev0,bev1,bev1,bev1,bev1,bev1,bev1,bev2,bev2,bev2,bev2,bev2,bev2,bev3,bev3,bev3,bev3,bev3,bev3,bev4,bev4,bev4,bev4,bev4,bev4,icev0,icev0,icev0,icev0,icev0,icev0,icev1,icev1,icev1,icev1,icev1,icev1,icev2,icev2,icev2,icev2,icev2,icev2,icev3,icev3,icev3,icev3,icev3,icev3,icev4,icev4,icev4,icev4,icev4,icev4
2018-01-01 05:45:00+01:00,False,False,True,0.0,4847.333172443721,3.937163296048279,False,False,True,0.0,3442.655792339281,2.7962381673246934,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2018-01-01 06:00:00+01:00,False,False,True,0.0,4847.333172443721,3.937163296048279,False,False,True,0.0,3442.655792339281,2.7962381673246934,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2018-01-01 06:15:00+01:00,False,False,True,0.0,4847.333172443721,3.937163296048279,False,False,True,0.0,3442.655792339281,2.7962381673246934,False,False,True,0.5823017353828872,4367.263015371654,3.5472345383764816,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2018-01-01 06:30:00+01:00,False,False,True,0.0,4847.333172443721,3.937163296048279,False,False,True,0.0,3442.655792339281,2.7962381673246934,False,False,True,0.0,4367.263015371654,3.5472345383764816,False,False,True,0.2906222498508896,2491.047855864768,2.0233109295159344,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2018-01-01 06:45:00+01:00,False,False,True,0.0,4847.333172443721,3.937163296048279,False,False,True,0.0,3442.655792339281,2.7962381673246934,False,False,True,0.0,4367.263015371654,3.5472345383764816,False,False,True,0.0,2491.047855864768,2.0233109295159344,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2018-01-01 07:00:00+01:00,False,False,True,0.0,4847.333172443721,3.937163296048279,False,False,True,0.0,3442.655792339281,2.7962381673246934,False,False,True,0.0,4367.263015371654,3.5472345383764816,False,False,True,0.0,2491.047855864768,2.0233109295159344,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2018-01-01 07:15:00+01:00,False,False,True,0.0,4847.333172443721,3.937163296048279,False,False,True,0.0,3442.655792339281,2.7962381673246934,False,False,True,0.0,4367.263015371654,3.5472345383764816,False,False,True,0.0,2491.047855864768,2.0233109295159344,False,False,True,0.3670615262127057,3670.615262127057,2.981394339905789,False,False,True,0.0,4090.8778457992194,3.40906487149935,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2018-01-01 07:30:00+01:00,False,False,True,0.0,4847.333172443721,3.937163296048279,False,False,True,0.0,3442.655792339281,2.7962381673246934,False,False,True,0.0,4367.263015371654,3.5472345383764816,False,False,True,0.0,2491.047855864768,2.0233109295159344,False,False,True,0.0,3670.615262127057,2.981394339905789,False,False,True,0.0,4090.8778457992194,3.40906487149935,False,False,True,0.0,3341.520358093427,2.7846002984111897,False,False,True,0.0,2815.728785243254,2.8157287852432544,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2018-01-01 07:45:00+01:00,False,False,True,0.0,4847.333172443721,3.937163296048279,False,False,True,0.0,3442.655792339281,2.7962381673246934,False,False,True,0.0,4367.263015371654,3.5472345383764816,False,False,True,0.0,2491.047855864768,2.0233109295159344,False,False,True,0.0,3670.615262127057,2.981394339905789,False,False,True,0.0,4090.8778457992194,3.40906487149935,False,False,True,0.0,3341.520358093427,2.7846002984111897,False,False,True,0.0,2815.728785243254,2.8157287852432544,False,False,True,0.0,1161.8032096755805,1.1618032096755806,True,False,False,0.0,0.0,0.0
2018-01-01 08:00:00+01:00,False,False,True,0.0,4847.333172443721,3.937163296048279,False,False,True,0.0,3442.655792339281,2.7962381673246934,False,False,True,0.0,4367.263015371654,3.5472345383764816,False,False,True,0.0,2491.047855864768,2.0233109295159344,False,False,True,0.0,3670.615262127057,2.981394339905789,False,False,True,0.0,4090.8778457992194,3.40906487149935,False,False,True,0.0,3341.520358093427,2.7846002984111897,False,False,True,0.0,2815.728785243254,2.8157287852432544,False,False,True,0.0,1161.8032096755805,1.1618032096755806,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 08:15:00+01:00,False,False,True,0.0,4847.333172443721,3.937163296048279,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4367.263015371654,3.5472345383764816,False,False,True,0.0,2491.047855864768,2.0233109295159344,False,False,True,0.0,3670.615262127057,2.981394339905789,False,False,True,0.0,4090.8778457992194,3.40906487149935,False,False,True,0.0,3341.520358093427,2.7846002984111897,False,False,True,0.0,2815.728785243254,2.8157287852432544,False,False,True,0.0,1161.8032096755805,1.1618032096755806,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 08:30:00+01:00,False,False,True,0.0,4847.333172443721,3.937163296048279,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4367.263015371654,3.5472345383764816,False,False,True,0.0,2491.047855864768,2.0233109295159344,False,False,True,0.0,3670.615262127057,2.981394339905789,False,False,True,0.0,4090.8778457992194,3.40906487149935,False,False,True,0.0,3341.520358093427,2.7846002984111897,False,False,True,0.0,2815.728785243254,2.8157287852432544,False,False,True,0.0,1161.8032096755805,1.1618032096755806,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 08:45:00+01:00,False,False,True,0.0,4847.333172443721,3.937163296048279,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4367.263015371654,3.5472345383764816,False,False,True,0.0,2491.047855864768,2.0233109295159344,False,False,True,0.0,3670.615262127057,2.981394339905789,False,False,True,0.0,4090.8778457992194,3.40906487149935,False,False,True,0.0,3341.520358093427,2.7846002984111897,False,False,True,0.0,2815.728785243254,2.8157287852432544,False,False,True,0.0,1161.8032096755805,1.1618032096755806,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 09:00:00+01:00,False,False,True,0.0,4847.333172443721,3.937163296048279,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4367.263015371654,3.5472345383764816,False,False,True,0.0,2491.047855864768,2.0233109295159344,False,False,True,0.0,3670.615262127057,2.981394339905789,False,False,True,0.0,4090.8778457992194,3.40906487149935,False,False,True,0.0,3341.520358093427,2.7846002984111897,False,False,True,0.0,2815.728785243254,2.8157287852432544,False,False,True,0.0,1161.8032096755805,1.1618032096755806,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 09:15:00+01:00,False,False,True,0.0,4847.333172443721,3.937163296048279,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4367.263015371654,3.5472345383764816,False,False,True,0.0,2491.047855864768,2.0233109295159344,False,False,True,0.0,3670.615262127057,2.981394339905789,False,False,True,0.0,4090.8778457992194,3.40906487149935,False,False,True,0.0,3341.520358093427,2.7846002984111897,False,False,True,0.0,2815.728785243254,2.8157287852432544,False,False,True,0.0,1161.8032096755805,1.1618032096755806,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 09:30:00+01:00,False,False,True,0.0,4847.333172443721,3.937163296048279,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4367.263015371654,3.5472345383764816,False,False,True,0.0,2491.047855864768,2.0233109295159344,False,False,True,0.0,3670.615262127057,2.981394339905789,False,False,True,0.0,4090.8778457992194,3.40906487149935,False,False,True,0.0,3341.520358093427,2.7846002984111897,False,False,True,0.0,2815.728785243254,2.8157287852432544,False,False,True,0.0,1161.8032096755805,1.1618032096755806,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 09:45:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4367.263015371654,3.5472345383764816,False,False,True,0.0,2491.047855864768,2.0233109295159344,False,False,True,0.0,3670.615262127057,2.981394339905789,False,False,True,0.0,4090.8778457992194,3.40906487149935,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2815.728785243254,2.8157287852432544,False,False,True,0.0,1161.8032096755805,1.1618032096755806,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 10:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4367.263015371654,3.5472345383764816,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3670.615262127057,2.981394339905789,False,False,True,0.0,4090.8778457992194,3.40906487149935,False,False,True,0.0,3647.695798317788,3.039746498598157,False,False,True,0.0,2815.728785243254,2.8157287852432544,False,False,True,0.0,1161.8032096755805,1.1618032096755806,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 10:15:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4090.8778457992194,3.40906487149935,False,False,True,0.0,3647.695798317788,3.039746498598157,False,False,True,0.0,2815.728785243254,2.8157287852432544,False,False,True,0.0,1161.8032096755805,1.1618032096755806,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 10:30:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4090.8778457992194,3.40906487149935,False,False,True,0.0,3647.695798317788,3.039746498598157,False,False,True,0.0,2815.728785243254,2.8157287852432544,False,False,True,0.0,1161.8032096755805,1.1618032096755806,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 10:45:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4090.8778457992194,3.40906487149935,False,False,True,0.0,3647.695798317788,3.039746498598157,False,False,True,0.0,2815.728785243254,2.8157287852432544,False,False,True,0.0,1161.8032096755805,1.1618032096755806,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 11:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.2652834594870689,2652.8345948706888,2.585663322699921,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4090.8778457992194,3.40906487149935,False,False,True,0.0,3647.695798317788,3.039746498598157,True,False,False,0.0,0.0,0.0,False,False,True,0.0,1161.8032096755805,1.1618032096755806,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 11:15:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2652.8345948706888,2.585663322699921,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4090.8778457992194,3.40906487149935,False,False,True,0.0,3647.695798317788,3.039746498598157,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 11:30:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2652.8345948706888,2.585663322699921,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4090.8778457992194,3.40906487149935,False,False,True,0.0,3647.695798317788,3.039746498598157,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 11:45:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2652.8345948706888,2.585663322699921,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4090.8778457992194,3.40906487149935,False,False,True,0.0,3647.695798317788,3.039746498598157,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 12:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2652.8345948706888,2.585663322699921,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3647.695798317788,3.039746498598157,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 12:15:00+01:00,False,False,True,0.20292440340967616,3043.866051145142,2.9667936413657463,False,False,True,0.0,2652.8345948706888,2.585663322699921,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3647.695798317788,3.039746498598157,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 12:30:00+01:00,False,False,True,0.0,3043.866051145142,2.9667936413657463,False,False,True,0.0,2652.8345948706888,2.585663322699921,True,False,False,0.0,0.0,0.0,False,False,True,0.186114342830524,2030.3382854238982,1.9789289718418779,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3647.695798317788,3.039746498598157,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 12:45:00+01:00,False,False,True,0.0,3043.866051145142,2.9667936413657463,False,False,True,0.0,2652.8345948706888,2.585663322699921,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2030.3382854238982,1.9789289718418779,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3647.695798317788,3.039746498598157,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 13:00:00+01:00,False,False,True,0.0,3043.866051145142,2.9667936413657463,False,False,True,0.0,2652.8345948706888,2.585663322699921,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2030.3382854238982,1.9789289718418779,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3647.695798317788,3.039746498598157,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 13:15:00+01:00,False,False,True,0.0,3043.866051145142,2.9667936413657463,False,False,True,0.0,2652.8345948706888,2.585663322699921,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2030.3382854238982,1.9789289718418779,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3647.695798317788,3.039746498598157,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 13:30:00+01:00,False,False,True,0.0,3043.866051145142,2.9667936413657463,False,False,True,0.0,2652.8345948706888,2.585663322699921,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2030.3382854238982,1.9789289718418779,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3647.695798317788,3.039746498598157,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 13:45:00+01:00,False,False,True,0.0,3043.866051145142,2.9667936413657463,False,False,True,0.0,2652.8345948706888,2.585663322699921,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2030.3382854238982,1.9789289718418779,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3647.695798317788,3.039746498598157,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 14:00:00+01:00,False,False,True,0.0,3043.866051145142,2.9667936413657463,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2030.3382854238982,1.9789289718418779,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3647.695798317788,3.039746498598157,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2774.468524614326,2.3120571038452713
2018-01-01 14:15:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2030.3382854238982,1.9789289718418779,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3647.695798317788,3.039746498598157,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
