timestep;demand;pv_radiation;wind_speed;wind_energy
161;91000;0.3495133;6.728028;0.310669
162;61000;0.148727;7.232586;0.3527155
163;77500;0.06262645;6.964447;0.330370583
164;99000;0;6.57162;0.297635
165;112000;0;3.484495;0.040374583
166;84000;0;3.558443;0.046536917
167;56000;0;2.526811;0
168;43000;0;4.634063;0.136171917
169;41000;0;4.574762;0.131230167
170;41000;0;4.081679;0.090139917
171;41000;0;2.557339;0
172;51000;0;2.613743;0
173;61000;0;1.726109;0
174;76000;0;2.453157;0
175;62400;0;3.854185;0.071182083
176;62400;0.07651566;5.304717;0.19205975
177;114100;0.1361889;5.849918;0.237493167
178;118800;0.1136545;4.679539;0.139961583
179;123800;0.2330011;2.790069;0
180;120800;0.2378094;4.521867;0.12682225
181;115800;0.4137913;6.91452;0.32621
182;116800;0.4922892;4.879664;0.156638667
183;95800;0.450488;7.788385;0.399032083
184;94800;0.2755057;10.4654;0.622116667
185;91000;0.1715037;10.50324;0.62527
186;61000;0.1050095;9.565333;0.547111083
187;77500;0.09393983;8.826872;0.485572667
188;99000;0;6.408775;0.284064583
189;112000;0;6.107996;0.258999667
190;84000;0;7.760754;0.3967295
191;56000;0;8.476377;0.45636475
192;43000;0;6.790397;0.315866417
193;41000;0;7.350702;0.3625585
194;41000;0;9.749406;0.5624505
195;41000;0;10.54819;0.629015833
196;51000;0;9.328184;0.527348667
197;61000;0;7.646867;0.387238917
198;76000;0;3.729851;0.060820917
199;62400;0;3.36484;0.030403333
200;62400;0.01574315;4.81928;0.151606667
201;114100;0.05338756;4.700025;0.14166875
202;118800;0.1131959;3.9492;0.0791
203;123800;0.3467973;3.867171;0.07226425
204;120800;0.3234339;6.700419;0.30836825
205;115800;0.58777;7.755255;0.39627125
206;116800;0.7208312;8.852757;0.48772975
207;95800;0.4654275;11.5659;0.713825
208;94800;0.3469221;11.78248;0.731873333
209;91000;0.230575;8.676783;0.47306525
210;61000;0.1225526;7.611314;0.384276167
211;77500;0.05311554;11.50928;0.709106667
212;99000;0;10.70826;0.642355
213;112000;0;8.276517;0.43970975
214;84000;0;8.238226;0.436518833
215;56000;0;7.119774;0.3433145
216;43000;0;7.125297;0.34377475
217;41000;0;5.33654;0.194711667
218;41000;0;6.815015;0.317917917
219;41000;0;5.232297;0.18602475
220;51000;0;6.008212;0.250684333
221;61000;0;6.863628;0.321969
222;76000;0;8.762492;0.480207667
223;62400;0;5.044814;0.170401167
224;62400;0.04104871;3.281091;0.02342425
225;114100;0.1225224;2.323524;0
226;118800;0.2447529;2.519685;0
227;123800;0.5784998;1.532467;0
228;120800;0.5435215;4.969456;0.164121333
229;115800;0.4277968;5.46438;0.205365
230;116800;0.2927442;6.560705;0.296725417
231;95800;0.2868906;9.008504;0.500708667
232;94800;0.2118436;10.5787;0.631558333
233;91000;0.2141848;10.33583;0.611319167
234;61000;0.1789762;13.73917;0.894930833
235;77500;0.0798037;13.05754;0.838128333
236;99000;0;9.735575;0.561297917
237;112000;0;10.23814;0.603178333
238;84000;0;7.979477;0.414956417
239;56000;0;9.605392;0.550449333
240;43000;0;9.951229;0.579269083
241;41000;0;7.500766;0.375063833
242;41000;0;8.166292;0.430524333
243;41000;0;8.228894;0.435741167
244;51000;0;12.30394;0.775328333
245;61000;0;14.21994;0.934995
246;76000;0;14.25707;0.938089167
247;62400;0;9.785315;0.565442917
248;62400;0.00421343;8.340383;0.445031917
249;114100;0.05040498;10.55603;0.629669167
250;118800;0.09945691;12.39748;0.783123333
251;123800;0.09153592;11.15905;0.679920833
252;120800;0.1201199;11.10884;0.675736667
253;115800;0.1241229;9.191059;0.515921583
254;116800;0.04301793;7.594944;0.382912
255;95800;0.04437007;8.43356;0.452796667
256;94800;0.05204152;6.371195;0.280932917
257;91000;0.0360104;5.109768;0.175814
258;61000;0.03045869;5.483853;0.20698775
259;77500;0.03378803;8.15231;0.429359167
260;99000;0;6.046237;0.253853083
261;112000;0;7.240678;0.353389833
262;84000;0;7.115458;0.342954833
263;56000;0;8.033224;0.419435333
264;43000;0;7.660731;0.38839425
265;41000;0;10.14574;0.595478333
266;41000;0;7.925202;0.4104335
267;41000;0;5.878882;0.239906833
268;51000;0;6.678856;0.306571333
269;61000;0;5.084421;0.17370175
270;76000;0;2.433316;0
271;62400;0;5.252501;0.187708417
272;62400;0.0131879;4.540313;0.128359417
273;114100;0.04289171;3.987468;0.082289
274;118800;0.1139293;3.828917;0.069076417
275;123800;0.1321731;3.692155;0.057679583
276;120800;0.09133912;5.640314;0.220026167
277;115800;0.06275;7.592423;0.382701917
278;116800;0.1048472;6.966406;0.330533833
279;95800;0.04709509;7.15752;0.34646
280;94800;0.03897683;9.141612;0.511801
281;91000;0.0167955;13.09911;0.8415925
282;61000;0.01580144;10.75492;0.646243333
283;77500;0.0581499;12.59865;0.7998875
284;99000;0;11.24656;0.687213333
285;112000;0;10.54268;0.628556667
286;84000;0;6.141071;0.261755917
287;56000;0;2.700052;0
288;43000;0;2.980716;0
289;41000;0;3.010017;0.00083475
290;41000;0;2.210189;0
291;41000;0;4.152156;0.096013
292;51000;0;6.038911;0.253242583
293;61000;0;2.866948;0
294;76000;0;3.089752;0.007479333
295;62400;0;1.857605;0
296;62400;0.03588859;2.4816;0
297;114100;0.06617585;4.426834;0.118902833
298;118800;0.08363216;9.310175;0.525847917
299;123800;0.1276769;8.661329;0.471777417
300;120800;0.2994183;9.401828;0.533485667
301;115800;0.3035936;10.20906;0.600755
302;116800;0.3323927;12.51582;0.792985
303;95800;0.2184143;11.79756;0.73313
304;94800;0.1319428;12.66375;0.8053125
305;91000;0.02948846;13.425;0.86875
306;61000;0.03283828;10.35742;0.613118333
307;77500;0.0178945;6.297958;0.274829833
308;99000;0;6.370512;0.280876
309;112000;0;5.445035;0.203752917
310;84000;0;7.99929;0.4166075
311;56000;0;6.509372;0.292447667
312;43000;0;6.709309;0.309109083
313;41000;0;4.199733;0.09997775
314;41000;0;5.640326;0.220027167
315;41000;0;7.381753;0.365146083
316;51000;0;7.371586;0.364298833
317;61000;0;6.057699;0.25480825
318;76000;0;5.029175;0.169097917
319;62400;0;7.074409;0.339534083
320;62400;0.009468107;4.945756;0.162146333
321;114100;0.08071555;5.414424;0.201202
322;118800;0.08324981;4.057672;0.088139333
323;123800;0.02406033;4.859224;0.154935333
324;120800;0.01425292;4.727007;0.14391725
325;115800;0.09094892;7.197938;0.349828167
326;116800;0.1287941;8.739992;0.478332667
327;95800;0.1063906;10.7291;0.644091667
328;94800;0.04710225;8.460056;0.455004667
329;91000;0.05056665;6.807237;0.31726975
330;61000;0.03194126;3.867867;0.07232225
331;77500;0.03605684;5.091164;0.174263667
332;99000;0;3.511755;0.04264625
333;112000;0;2.939371;0
334;84000;0;1.449347;0
335;56000;0;2.809529;0
336;43000;0;4.501836;0.125153
337;41000;0;5.329353;0.19411275
338;41000;0;4.494478;0.124539833
339;41000;0;5.678357;0.223196417
340;51000;0;5.623124;0.218593667
341;61000;0;3.2131;0.017758333
342;76000;0;3.24633;0.0205275
343;62400;0;4.317515;0.109792917
344;62400;0.0737939;3.636402;0.0530335
345;114100;0.2729754;3.859034;0.071586167
346;118800;0.306951;1.770223;0
347;123800;0.2966352;1.8175;0
348;120800;0.453109;3.43979;0.036649167
349;115800;0.2769074;4.907481;0.15895675
350;116800;0.4067961;6.520399;0.293366583
351;95800;0.341618;4.863474;0.1552895
352;94800;0.1023161;5.273606;0.189467167
353;91000;0.2060088;4.407049;0.117254083
354;61000;0.1165857;6.563915;0.296992917
355;77500;0.119616;7.473854;0.372821167
356;99000;0;8.53854;0.461545
357;112000;0;9.190748;0.515895667
358;84000;0;7.198173;0.34984775
359;56000;0;5.810152;0.234179333
360;43000;0;4.532938;0.127744833
361;41000;0;5.492507;0.207708917
362;41000;0;4.936428;0.161369
363;41000;0;3.583184;0.048598667
364;51000;0;3.716907;0.05974225
365;61000;0;3.875436;0.072953
366;76000;0;5.453075;0.204422917
367;62400;0;7.036234;0.336352833
368;62400;0.01704813;6.406983;0.28391525
369;114100;0.06157425;8.187295;0.432274583
370;118800;0.04695999;10.87036;0.655863333
371;123800;0.03282756;11.49848;0.708206667
372;120800;0.09187153;12.73102;0.810918333
373;115800;0.1023014;11.34274;0.695228333
374;116800;0.005295495;9.259171;0.521597583
375;95800;0.001564952;7.151121;0.34592675
376;94800;0.01292796;6.877622;0.323135167
377;91000;0.03490714;6.488671;0.290722583
378;61000;0.0154714;5.123292;0.176941
379;77500;0.04331752;7.496772;0.374731
380;99000;0;6.958873;0.329906083
381;112000;0;4.620564;0.135047
382;84000;0;3.92577;0.0771475
383;56000;0;0.9117151;0
384;43000;0;0.7762192;0
385;41000;0;2.363896;0
386;41000;0;4.762304;0.146858667
387;41000;0;6.490439;0.290869917
388;51000;0;4.119144;0.093262
389;61000;0;4.117431;0.09311925
390;76000;0;3.543482;0.045290167
391;62400;0;5.711044;0.225920333
392;62400;0.05691585;6.265498;0.272124833
393;114100;0.2420883;5.783759;0.231979917
394;118800;0.4949835;8.452609;0.454384083
395;123800;0.5975099;10.01948;0.584956667
396;120800;0.7855693;13.6004;0.883366667
397;115800;0.6699681;14.7545;0.979541667
398;116800;0.495955;15.90387;1
399;95800;0.8454919;15.8661;1
400;94800;0.5821333;16.05991;1
401;91000;0.4947962;16.60246;1
402;61000;0.2161879;14.3019;0.941825
403;77500;0.05101398;11.7805;0.731708333
404;99000;0;11.91795;0.7431625
405;112000;0;13.91356;0.909463333
406;84000;0;13.73566;0.894638333
407;56000;0;12.01591;0.751325833
408;43000;0;10.16049;0.5967075
409;41000;0;9.428566;0.535713833
410;41000;0;7.992205;0.416017083
411;41000;0;4.666721;0.138893417
412;51000;0;5.378699;0.198224917
413;61000;0;5.411841;0.20098675
414;76000;0;6.536571;0.29471425
415;62400;0;4.259395;0.104949583
416;62400;0.02480792;5.35593;0.1963275
417;114100;0.2217362;6.169603;0.264133583
418;118800;0.455986;5.173709;0.181142417
419;123800;0.5932031;8.997084;0.499757
420;120800;0.6568796;8.265523;0.438793583
421;115800;0.7483756;9.590504;0.549208667
422;116800;0.6053566;12.11133;0.7592775
423;95800;0.3734998;10.84352;0.653626667
424;94800;0.2033774;11.01112;0.667593333
425;91000;0.314138;10.36692;0.61391
426;61000;0.2604882;9.822644;0.568553667
427;77500;0.07753516;8.242582;0.436881833
428;99000;0;8.824046;0.485337167
429;112000;0;6.143569;0.261964083
430;84000;0;5.598144;0.216512
431;56000;0;6.118739;0.259894917
432;43000;0;5.952459;0.24603825
433;41000;0;6.226522;0.268876833
434;41000;0;7.779602;0.398300167
435;41000;0;7.416792;0.368066
436;51000;0;7.73095;0.394245833
437;61000;0;6.577519;0.298126583
438;76000;0;7.016794;0.334732833
439;62400;0;6.692164;0.307680333
440;62400;0.05474137;7.967658;0.4139715
441;114100;0.2997393;7.034482;0.336206833
442;118800;0.4614215;7.993078;0.416089833
443;123800;0.4715216;8.420948;0.451745667
444;120800;0.6916513;11.74578;0.728815
445;115800;0.91449;9.962167;0.580180583
446;116800;0.618929;10.89027;0.6575225
447;95800;0.6787533;9.35403;0.5295025
448;94800;0.5321053;9.10447;0.508705833
449;91000;0.202341;8.758698;0.4798915
450;61000;0.1080814;11.30443;0.692035833
451;77500;0.02396426;9.592226;0.549352167
452;99000;0;11.21874;0.684895
453;112000;0;13.33196;0.860996667
454;84000;0;11.05743;0.6714525
455;56000;0;11.99294;0.749411667
456;43000;0;10.16502;0.597085
457;41000;0;9.807223;0.567268583
458;41000;0;9.94432;0.578693333
459;41000;0;8.799554;0.483296167
460;51000;0;9.327856;0.527321333
461;61000;0;8.746146;0.4788455
462;76000;0;5.597542;0.216461833
463;62400;0;5.733198;0.2277665
464;62400;0.1270443;4.127231;0.093935917
465;114100;0.2366537;5.567247;0.21393725
466;118800;0.4404494;6.351987;0.27933225
467;123800;0.6815985;6.840644;0.320053667
468;120800;0.6273367;6.231662;0.269305167
469;115800;0.6618083;8.358946;0.446578833
470;116800;0.8533016;9.515339;0.542944917
471;95800;0.4148301;12.72203;0.810169167
472;94800;0.4818752;10.75899;0.6465825
473;91000;0.3988805;8.04521;0.420434167
474;61000;0.05870792;9.528861;0.54407175
475;77500;0.05380721;7.982563;0.415213583
476;99000;0;4.438946;0.119912167
477;112000;0;3.56011;0.046675833
478;84000;0;3.32139;0.0267825
479;56000;0;2.315716;0
480;43000;0;2.005254;0
481;41000;0;3.159482;0.013290167
482;41000;0;4.500986;0.125082167
483;41000;0;6.021897;0.25182475
484;51000;0;3.503545;0.041962083
485;61000;0;3.844077;0.07033975
486;76000;0;5.846804;0.237233667
487;62400;0;6.266154;0.2721795
488;62400;0.02088289;4.995504;0.166292
489;114100;0.1523373;8.035656;0.419638
490;118800;0.09870593;6.034553;0.252879417
491;123800;0.08531757;6.854;0.321166667
492;120800;0.1452672;7.57716;0.38143
493;115800;0.243151;7.316134;0.359677833
494;116800;0.2516249;9.538324;0.544860333
495;95800;0.2666203;7.885153;0.407096083
496;94800;0.08353012;9.786219;0.56551825
497;91000;0.05504918;7.936663;0.411388583
498;61000;0.06223132;7.793378;0.399448167
499;77500;0.05022572;9.622891;0.551907583
500;99000;0;6.919101;0.32659175
501;112000;0;6.089649;0.25747075
502;84000;0;7.049208;0.337434
503;56000;0;6.172422;0.2643685
504;43000;0;6.906119;0.325509917
505;41000;0;4.267793;0.105649417
506;41000;0;4.767522;0.1472935
507;41000;0;4.223942;0.101995167
508;51000;0;2.852154;0
509;61000;0;3.030206;0.002517167
510;76000;0;3.725055;0.06042125
511;62400;0;3.944637;0.07871975
512;62400;0.03885312;1.075314;0
513;114100;0.1224954;2.032228;0
514;118800;0.1233924;2.373474;0
515;123800;0.3328046;2.014459;0
516;120800;0.5253112;5.336982;0.1947485
517;115800;0.2779522;8.59886;0.466571667
518;116800;0.4995942;9.46186;0.538488333
519;95800;0.4691143;8.931248;0.494270667
520;94800;0.3128555;8.848726;0.487393833
521;91000;0.231701;6.651669;0.30430575
522;61000;0.1273626;6.214996;0.267916333
523;77500;0.03022806;5.136727;0.178060583
524;99000;0;4.095212;0.091267667
525;112000;0;6.262953;0.27191275
526;84000;0;3.191583;0.01596525
527;56000;0;3.625607;0.052133917
528;43000;0;3.739505;0.061625417
529;41000;0;2.912176;0
530;41000;0;3.032642;0.002720167
531;41000;0;2.145856;0
532;51000;0;0.727719;0
533;61000;0;0.6957771;0
534;76000;0;1.843712;0
535;62400;0;1.493984;0
536;62400;0.006210319;4.616712;0.134726
537;114100;0.02518474;3.792117;0.06600975
538;118800;0.0677915;3.738504;0.061542
539;123800;0.1656443;4.181502;0.0984585
540;120800;0.1711942;3.107009;0.008917417
541;115800;0.1992737;1.836791;0
542;116800;0.1090161;1.868252;0
543;95800;0.1025396;2.993113;0
544;94800;0.1122475;4.769171;0.147430917
545;91000;0.05452827;3.493489;0.041124083
546;61000;0.002445552;3.727514;0.060626167
547;77500;0.04370696;4.597305;0.13310875
548;99000;0;4.598412;0.133201
549;112000;0;3.193015;0.016084583
550;84000;0;3.261687;0.02180725
551;56000;0;5.252801;0.187733417
552;43000;0;5.496261;0.20802175
553;41000;0;3.296987;0.024748917
554;41000;0;2.833861;0
555;41000;0;1.704983;0
556;51000;0;1.168065;0
557;61000;0;0.6021939;0
558;76000;0;1.206192;0
559;62400;0;4.03681;0.086400833
560;62400;0.01143252;4.790588;0.149215667
561;114100;0.05753583;8.958539;0.496544917
562;118800;0.134798;14.35649;0.946374167
563;123800;0.1448865;17.17392;1
564;120800;0.1905378;17.96243;1
565;115800;0.1509799;16.8883;1
566;116800;0.1206864;14.09296;0.924413333
567;95800;0.1173793;13.88712;0.90726
568;94800;0.09388572;10.13121;0.5942675
569;91000;0.04175536;8.215211;0.434600917
570;61000;0.04663856;7.211059;0.350921583
571;77500;0.05014125;4.166884;0.097240333
572;99000;0;6.479376;0.289948
573;112000;0;7.357649;0.363137417
574;84000;0;8.044649;0.420387417
575;56000;0;8.620046;0.468337167
576;43000;0;8.688073;0.474006083
577;41000;0;9.460624;0.538385333
578;41000;0;6.241945;0.270162083
579;41000;0;4.300825;0.108402083
580;51000;0;3.017718;0.0014765
581;61000;0;4.752642;0.1460535
582;76000;0;5.242871;0.186905917
583;62400;0;7.458598;0.371549833
584;62400;0.03529076;7.002874;0.333572833
585;114100;0.09405829;10.54646;0.628871667
586;118800;0.1348301;9.661363;0.555113583
587;123800;0.1584062;7.738408;0.394867333
588;120800;0.1894623;6.915627;0.32630225
589;115800;0.3163948;6.923501;0.326958417
590;116800;0.1391132;9.475718;0.539643167
591;95800;0.0247855;10.49095;0.624245833
592;94800;0.04190907;8.580176;0.465014667
593;91000;0.165517;7.405073;0.367089417
594;61000;0.05033743;8.061579;0.42179825
595;77500;0.06681549;8.157497;0.429791417
596;99000;0;6.642513;0.30354275
597;112000;0;5.943589;0.245299083
598;84000;0;6.637726;0.303143833
599;56000;0;7.581598;0.381799833
600;43000;0;6.13347;0.2611225
601;41000;0;6.813366;0.3177805
602;41000;0;5.949043;0.245753583
603;41000;0;5.579211;0.21493425
604;51000;0;6.03518;0.252931667
605;61000;0;7.38779;0.365649167
606;76000;0;7.723386;0.3936155
607;62400;0;8.313679;0.442806583
608;62400;0.04255477;8.557436;0.463119667
609;114100;0.1327042;9.46104;0.53842
610;118800;0.251575;7.562633;0.380219417
611;123800;0.5704344;7.364996;0.363749667
612;120800;0.6564906;6.872924;0.322743667
613;115800;0.8513197;9.482147;0.540178917
614;116800;0.7269144;13.31785;0.859820833
615;95800;0.760464;8.60508;0.46709
616;94800;0.3220273;7.757415;0.39645125
617;91000;0.304722;5.38936;0.199113333
618;61000;0.1153605;7.627953;0.38566275
619;77500;0.09759586;8.666656;0.472221333
620;99000;0;7.392063;0.36600525
621;112000;0;6.144363;0.26203025
622;84000;0;4.889281;0.157440083
623;56000;0;3.798419;0.066534917
624;43000;0;4.744926;0.1454105
625;41000;0;7.200377;0.350031417
626;41000;0;5.990669;0.249222417
627;41000;0;6.967358;0.330613167
628;51000;0;8.119343;0.426611917
629;61000;0;8.576465;0.464705417
630;76000;0;6.189347;0.265778917
631;62400;0;10.01807;0.584839167
632;62400;0.0083231;9.338163;0.52818025
633;114100;0.04229171;8.990927;0.499243917
634;118800;0.07578795;12.33082;0.777568333
635;123800;0.0544901;9.400865;0.533405417
636;120800;0.06625365;11.49621;0.7080175
637;115800;0.1081575;12.73211;0.811009167
638;116800;0.07875278;15.2065;1
639;95800;0.03500033;13.38654;0.865545
640;94800;0.09222688;10.2333;0.602775
641;91000;0.1025736;9.934507;0.577875583
642;61000;0.05329301;11.28033;0.6900275
643;77500;0.05312369;8.034901;0.419575083
644;99000;0;7.515988;0.376332333
645;112000;0;7.270226;0.355852167
646;84000;0;5.742572;0.228547667
647;56000;0;4.807246;0.150603833
648;43000;0;3.233794;0.019482833
649;41000;0;4.21036;0.100863333
650;41000;0;2.731368;0
651;41000;0;2.37564;0
652;51000;0;4.097102;0.091425167
653;61000;0;3.245881;0.020490083
654;76000;0;4.265007;0.10541725
655;62400;0;5.0299;0.169158333
656;62400;0.01071146;6.343681;0.278640083
657;114100;0.0415878;4.938395;0.161532917
658;118800;0.09854712;7.121953;0.343496083
659;123800;0.1562487;5.719882;0.226656833
660;120800;0.05799839;5.837687;0.236473917
661;115800;0.1293201;8.216227;0.434685583
662;116800;0.1289282;8.692737;0.47439475
663;95800;0.1582327;7.085569;0.340464083
664;94800;0.08212283;6.562442;0.296870167
665;91000;0.04202469;6.904267;0.325355583
666;61000;0.04653162;9.962872;0.580239333
667;77500;0.06293966;11.76224;0.730186667
668;99000;0;9.972221;0.581018417
669;112000;0;5.191936;0.182661333
670;84000;0;4.653932;0.137827667
671;56000;0;4.845957;0.15382975
672;43000;0;5.495615;0.207967917
673;41000;0;5.405029;0.200419083
674;41000;0;3.444549;0.03704575
675;41000;0;1.084586;0
676;51000;0;1.869395;0
677;61000;0;2.881641;0
678;76000;0;4.562976;0.130248
679;62400;0;6.969662;0.330805167
680;62400;0.007774853;8.751558;0.4792965
681;114100;0.01417698;9.677587;0.556465583
682;118800;0.1108573;13.18868;0.849056667
683;123800;0.09120427;11.76392;0.730326667
684;120800;0.08981466;12.61976;0.801646667
685;115800;0.0555624;12.07885;0.756570833
686;116800;0.08836858;10.9163;0.659691667
687;95800;0.06492519;11.27714;0.689761667
688;94800;0.09583752;12.48288;0.79024
689;91000;0.03484618;12.25998;0.771665
690;61000;0.03227791;15.28009;1
691;77500;0.07020482;11.64828;0.72069
692;99000;0;7.923952;0.410329333
693;112000;0;9.993213;0.58276775
694;84000;0;6.638376;0.303198
695;56000;0;5.697698;0.224808167
696;43000;0;4.34761;0.112300833
697;41000;0;5.065883;0.172156917
698;41000;0;5.342243;0.195186917
699;41000;0;5.450646;0.2042205
700;51000;0;2.989741;0
701;61000;0;3.875058;0.0729215
702;76000;0;5.195121;0.18292675
703;62400;0;5.937042;0.2447535
704;62400;0.04022285;7.63321;0.386100833
705;114100;0.08131994;8.528481;0.46070675
706;118800;0.3836741;8.837835;0.48648625
707;123800;0.728725;9.992438;0.582703167
708;120800;0.4851872;8.43548;0.452956667
709;115800;0.3171025;13.1377;0.844808333
710;116800;0.2298161;15.22295;1
711;95800;0.1956843;18.84272;1
712;94800;0.3398733;14.8493;0.987441667
713;91000;0.2949088;11.4104;0.700866667
714;61000;0.2345149;8.086943;0.423911917
715;77500;0.09506865;8.188402;0.432366833
716;99000;0;10.80991;0.650825833
717;112000;0;7.670813;0.389234417
718;84000;0;4.658313;0.13819275
719;56000;0;5.772625;0.231052083
720;43000;0;6.979827;0.33165225
721;41000;0;7.54267;0.378555833
722;41000;0;5.619254;0.218271167
